DISTRICT,ADDRESS,SCHOOL,URL,SCHOOLID,TYPE,Marker_Type,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
HORRY,"North Myrtle Beach Intermediate, 700 Sandridge Road, Little River, SC, 29566",NORTH MYRTLE BEACH INTERMEDIATE,http://nmbi.horrycountyschools.net/,2601059,ELEM,small_green,A,90.4,90.4,,,,
HORRY,"North Myrtle Beach Middle, 11240 Highway 90, Little River, SC, 29566",NORTH MYRTLE BEACH MIDDLE,http://nmbm.horrycountyschools.net/,2601037,MIDD,small_green,A,90.4,,,90.4,,
ORANGEBURG 5,"North Middle-High, 692 Cromer Avenue, North, SC, 29112",NORTH MIDDLE HIGH,http://nmhs.ocsd5schools.org/,3805042,COMBO,measle_turquoise,C,71.8,,,73.8,,66.7
AIKEN,"North Aiken Elementary Pinecrest Annex, 100 Bears Rock Road, Aiken, SC, 29801",NORTH AIKEN ELEMENTARY/PINECREST,http://northaikenel.acps.schoolfusion.us/,201038,ELEM,small_red,F,42,42,,,,
CHARLESTON,"Northwoods Middle, 7763 Northside Drive, North Charleston, SC, 29420",NORTHWOODS MIDDLE,http://northwoods.ccsdschools.com/,1001030,MIDD,small_red,F,57.1,,,57.1,,
LEXINGTON 1,"New Providence Elementary, 1118 Old Cherokee Road, Lexington, SC, 29072",NEW PROVIDENCE ELEMENTARY,http://npes.lexington1.net:8040/,3201065,ELEM,small_green,A,99.1,99.1,,,,
COLLETON,"Northside Elementary, 1929 Industrial Road, Walterboro, SC, 29488",NORTHSIDE ELEMENTARY,http://nse.colleton.k12.sc.us/,1501020,ELEM,small_red,F,57.8,57.8,,,,
YORK 3,"Northwestern High, 2503 West Main Street, Rock Hill, SC, 29732",NORTHWESTERN HIGH,http://nw.rock-hill.k12.sc.us/,4603016,HIGH,small_yellow,B,87.1,,,,,87.1
CHARLESTON,"Oakland Elementary, 505-A Arlington Drive, Charleston, SC, 29414",OAKLAND ELEMENTARY,http://oakland.ccsdschools.com/,1001068,ELEM,small_yellow,B,89.6,89.6,,,,
AIKEN,"Oakwood-Windsor Elementary, 3773 Charleston Highway, Aiken, SC, 29801",OAKWOOD-WINDSOR ELEMENTARY,http://oakwood.acps.schoolfusion.us/,201054,ELEM,small_purple,D,61,61,,,,
HORRY,"Ocean Bay Elementary, 950 International Drive, Myrtle Beach, SC, 29579",OCEAN BAY ELEMENTARY,http://obe.horrycountyschools.net/,2601060,ELEM,small_green,A,99.9,99.9,,,,
ORANGEBURG 3,"Elloree Elementary, 200 Warrior Drive , Elloree, SC, 29047",ELLOREE ELEMENTARY,http://obg3.k12.sc.us/EES/,3803047,ELEM,small_red,F,49.3,49.3,,,,
ORANGEBURG 3,"Holly Hill Elementary, 1490 Brant Avenue, Holly Hill, SC, 29059",HOLLY HILL ELEMENTARY,http://obg3.k12.sc.us/HHES/,3803019,ELEM,small_yellow,B,89.5,89.5,,,,
ORANGEBURG 3,"Holly Hill-Roberts Middle, 530 Hesseman Street, Holly Hill, SC, 29059",HOLLY HILL-ROBERTS MIDDLE,http://obg3.k12.sc.us/HHRMS/,3803018,MIDD,small_red,F,40.4,,,40.4,,
ORANGEBURG 3,"Lake Marion High School and Technology Center, 3656 Tee Vee Road, Santee, SC, 29142",LAKE MARION HIGH,http://obg3.k12.sc.us/LMHS/,3803048,HIGH,small_red,F,52.3,,,,,52.3
ORANGEBURG 3,"Science, Technology, Engineering, and Mathematics Magnet, 530 Hesseman Avenue, Holly Hill, SC, 29059",SCIENCE TECHNOLOGY ENGINEERING M,http://obg3.k12.sc.us/SMS/,3803049,MIDD,small_green,A,93,,,93,,
ORANGEBURG 3,"St. James-Gaillard Elementary, 1555 Gardensgate Road, Eutawville, SC, 29048",ST JAMES-GAILLARD ELEMENTARY,http://obg3.k12.sc.us/STJGES/,3803021,ELEM,small_purple,D,63,63,,,,
ORANGEBURG 3,"Vance-Providence Elementary, 633 Camden Road, Vance, SC, 29163",VANCE-PROVIDENCE ELEMENTARY,http://obg3.k12.sc.us/VPES/,3803022,ELEM,small_purple,D,62.1,62.1,,,,
HORRY,"Ocean Bay Middle, 905 International Drive, Myrtle Beach, SC, 29579",OCEAN BAY MIDDLE,http://obm.horrycountyschools.net/,2601061,MIDD,small_green,A,99.6,,,99.6,,
YORK 3,"Oakdale Elementary, 1129 Oakdale Road, Rock Hill, SC, 29730",OAKDALE ELEMENTARY,http://od.rock-hill.k12.sc.us/,4603030,ELEM,small_yellow,B,85.6,85.6,,,,
BEAUFORT,"Okatie Elementary, 53 Cherry Point Road, Okatie, SC, 29909",OKATIE ELEMENTARY,http://oes.beaufort.k12.sc.us/,701029,ELEM,small_green,A,98.7,98.7,,,,
LEXINGTON 1,"Oak Grove Elementary, 479 Oak Drive, Lexington, SC, 29073",OAK GROVE ELEMENTARY,http://oges.lexington1.net:8022/,3201009,ELEM,small_green,A,100,100,,,,
YORK 3,"Old Pointe Elementary, 380 Old Pointe School Road, Rock Hill, SC, 29732",OLD POINTE ELEMENTARY,http://op.rock-hill.k12.sc.us/,4603040,ELEM,small_yellow,B,83.1,83.1,,,,
YORK 4,"Orchard Park Elementary, 474 Third Baxter Street, Fort Mill, SC, 29708",ORCHARD PARK ELEMENTARY,http://opes.fort-mill.k12.sc.us/home.aspx,4604051,ELEM,small_green,A,95.2,95.2,,,,
ORANGEBURG 5,"Orangeburg Wilkinson High, 601 Bruin Parkway, Orangeburg, SC, 29118",ORANGEBURG-WILKINSON HIGH,http://owhigh.ocsd5schools.org/,3805028,HIGH,small_red,F,45.9,,,,,45.9
SPARTANBURG 3,"Pacolet Elementary, 150 McDowell Street, Pacolet, SC, 29372",PACOLET ELEMENTARY,http://pacolet.spartanburg3.org/,4203034,ELEM,small_green,A,90.4,90.4,,,,
MARION 10,"Palmetto Middle, 305 O'Neal Street, Mullins, SC, 29574",PALMETTO MIDDLE,http://palmetto.sc.msm.schoolinsites.com/,3410009,MIDD,small_red,F,47.5,,,47.5,,
AIKEN,"Paul Knox Middle, 1804 Wells Road, North Augusta, SC, 29841",PAUL KNOX MIDDLE,http://paulknoxm.acps.schoolfusion.us/,201007,MIDD,small_purple,D,65.6,,,65.6,,
HORRY,"Palmetto Bays Elementary, 8900 Highway 544, Myrtle Beach, SC, 29588",PALMETTO BAYS ELEMENTARY,http://pbe.horrycountyschools.net/,2601056,ELEM,small_green,A,99.5,99.5,,,,
HORRY,"Pee Dee Elementary, 6555 Highway 134, Conway, SC, 29527",PEE DEE ELEMENTARY,http://pde.horrycountyschools.net/,2601039,ELEM,measle_turquoise,C,72.9,72.9,,,,
CHARLESTON,"Pepperhill Elementary, 3300 Creola Road, North Charleston, SC, 29420",PEPPERHILL ELEMENTARY,http://pepperhill.ccsdschools.com/,1001077,ELEM,measle_turquoise,C,77,77,,,,
RICHLAND 1,"W. A. Perry Middle, 2600 Barhamville Road, Columbia, SC, 29204",W A PERRY MIDDLE,http://perry.richlandone.org/,4001067,MIDD,small_red,F,51.6,,,51.6,,
ANDERSON 4,"Pendleton Elementary, 902 East Queen Street, Pendleton, SC, 29670",PENDLETON ELEMENTARY,http://pes.anderson4.org,404034,COMBO,small_green,A,91.5,89.2,,97.4,,
LEXINGTON 1,"Pelion Elementary, 1202 Pine Street, Pelion, SC, 29123",PELION ELEMENTARY,http://pes.lexington1.net:8016/,3201008,ELEM,small_green,A,93.1,93.1,,,,
PICKENS,"Pickens Elementary, 567 Hampton Avenue, Pickens, SC, 29671",PICKENS ELEMENTARY,http://pes.pickens.k12.sc.us/,3901025,ELEM,small_yellow,B,88,88,,,,
SPARTANBURG 6,"Pauline Glenn Springs Elementary, 2957 Highway 56, Pauline, SC, 29374",PAULINE-GLENN SPRINGS ELEMENTARY,http://pge.spartanburg6.k12.sc.us/,4206062,ELEM,small_yellow,B,84.1,84.1,,,,
LEXINGTON 1,"Pleasant Hill Elementary, 664 Rawl Road, Lexington, SC, 29072",PLEASANT HILL ELEMENTARY,http://phes.lexington1.net:8035/,3201060,ELEM,small_yellow,B,83.9,83.9,,,,
LEXINGTON 1,"Pleasant Hill Middle, 660 Rawl Road, Lexington, SC, 29072",PLEASANT HILL MIDDLE,http://phms.lexington1.net:8034/,3201061,MIDD,small_green,A,94,,,94,,
ANDERSON 4,"Pendleton High, 7324 Highway 187, Pendleton, SC, 29625",PENDLETON HIGH,http://phs.anderson4.org,404027,HIGH,small_yellow,B,83.7,,,,,83.7
LEXINGTON 1,"Pelion High, 600 Lydia Drive, Pelion, SC, 29123",PELION HIGH,http://phs.lexington1.net:8015/,3201004,HIGH,measle_turquoise,C,79.5,,,,,79.5
PICKENS,"Pickens High, 150 Blue Flame Drive, Pickens, SC, 29671",PICKENS SENIOR HIGH,http://phs.pickens.k12.sc.us/,3901008,HIGH,small_yellow,B,83.1,,,,,83.1
CHARLESTON,"Charles Pinckney Elementary, 3300 Thomas Cario Boulevard, Mt. Pleasant, SC, 29466",CHARLES PINCKNEY ELEMENTARY,http://pinckney.ccsdschools.com/,1001102,ELEM,small_green,A,90,90,,,,
RICHLAND 1,"Pine Grove Elementary, 111 Huffstetler Drive, Columbia, SC, 29210",PINE GROVE ELEMENTARY,http://pinegrove.richlandone.org/,4001090,ELEM,small_green,A,96.8,96.8,,,,
CHARLESTON,"Pinehurst Elementary, 7753 Northside Drive, North Charleston, SC, 29420",PINEHURST ELEMENTARY,http://pinehurst.ccsdschools.com/,1001112,ELEM,small_red,F,54.9,54.9,,,,
SPARTANBURG 7,"Pine Street Elementary, 500 South Pine Street, Spartanburg, SC, 29302",PINE STREET ELEMENTARY,http://pinestreet.spartanburg7.org/,4207082,ELEM,small_green,A,98.3,98.3,,,,
YORK 4,"Pleasant Knoll Elementary, 2346 Pleasant Road, Fort Mill, SC, 29708",PLEASANT KNOLL ELEMENTARY,http://pkes.fort-mill.k12.sc.us/home.aspx,4604055,ELEM,small_green,A,93.8,93.8,,,,
LEXINGTON 1,"Pelion Middle, 758 Magnolia Street, Pelion, SC, 29123",PELION MIDDLE,http://pms.lexington1.net:8030/,3201058,MIDD,small_red,F,58.5,,,58.5,,
PICKENS,"Pickens Middle, 140 Torch Lane, Pickens, SC, 29671",PICKENS MIDDLE,http://pms.pickens.k12.sc.us/,3901007,MIDD,small_yellow,B,84.4,,,84.4,,
BEAUFORT,"Port Royal Elementary, 1214 Paris Avenue, Port Royal, SC, 29935",PORT ROYAL ELEMENTARY,http://pre.beaufort.k12.sc.us/,701016,ELEM,small_green,A,94.2,94.2,,,,
CHARLESTON,"Charleston Progressive, 382 Meeting Street, Charleston, SC, 29403",CHARLESTON PROGRESSIVE,http://progressive.ccsdschools.com/,1001101,ELEM,small_purple,D,63.2,63.2,,,,
NEWBERRY,"Prosperity-Rikard Elementary, 381 South Wheeler Street, Prosperity, SC, 29127",PROSPERITY-RIKARD ELEMENTARY,http://prosperity-rikardelem.sc.nce.schoolinsites.com/,3601022,ELEM,small_green,A,98.4,98.4,,,,
SUMTER 1,"Pocalla Springs Elementary, 2060 Bethel Church Road, Sumter, SC, 29154",POCALLA SPRINGS ELEMENTARY,http://pses.sumterschools.net/,4301040,ELEM,measle_turquoise,C,75.6,75.6,,,,
KERSHAW,"Pine Tree Hill Elementary, 938 Bishopville Highway, Camden, SC, 29020",PINE TREE HILL ELEMENTARY,http://pth.kcsdschools.com/,2801021,ELEM,measle_turquoise,C,75.2,75.2,,,,
BEAUFORT,"Pritchardville Elementary, 9447 Evan Way, Bluffton, SC, 29910",PRITCHARDVILLE ELEMENTARY,http://pve.beaufort.k12.sc.us/,701037,ELEM,small_green,A,98.6,98.6,,,,
DORCHESTER 2,"Joseph R. Pye Elementary, 9701 Patriot Boulevard, Ladson, SC, 29456",JOSEPH R PYE ELEMENTARY,http://pye.dorchester.schoolfusion.us/,1802028,ELEM,small_yellow,B,87.8,87.8,,,,
SPARTANBURG 6,"Roebuck Elementary, 2401 East Blackstock Road, Roebuck, SC, 29376",ROEBUCK ELEMENTARY,http://rbe.spartanburg6.k12.sc.us/,4206086,ELEM,measle_turquoise,C,74.4,74.4,,,,
LEXINGTON 1,"Red Bank Elementary, 246 Community Drive, Lexington, SC, 29073",RED BANK ELEMENTARY,http://rbes.lexington1.net:8024/,3201011,ELEM,small_purple,D,68.6,68.6,,,,
BEAUFORT,"Red Cedar Elementary, 11 Box Elder Lane, Bluffton, SC, 29910",RED CEDAR ELEMENTARY,http://rce.beaufort.k12.sc.us/,701034,ELEM,small_yellow,B,88.4,88.4,,,,
LEXINGTON 1,"Rocky Creek Elementary, 430 Calks Ferry Road, Lexington, SC, 29072",ROCKY CREEK ELEMENTARY,http://rces.lexington1.net:8041/,3201066,ELEM,small_yellow,B,85.8,85.8,,,,
SUMTER 1,"Rafting Creek Elementary, 4100 Highway 261 North, Rembert, SC, 29128",RAFTING CREEK ELEMENTARY,http://rces.sumterschools.net/,4301017,ELEM,small_green,A,95.1,95.1,,,,
BAMBERG 1,"Richard Carroll Elementary, 1980 Main Street, Bamberg, SC, 29003",RICHARD CARROLL ELEMENTARY,http://rces.weebly.com/,501006,COMBO,small_yellow,B,80.3,75,,94.2,,
YORK 3,"Richmond Drive Elementary, 1162 Richmond Drive, Rock Hill, SC, 29732",RICHMOND DRIVE ELEMENTARY,http://rd.rock-hill.k12.sc.us/,4603031,ELEM,small_purple,D,69.1,69.1,,,,
AIKEN,"Redcliffe Elementary, 22 Double Springs Road, Aiken, SC, 29803",REDCLIFFE ELEMENTARY,http://redcliffeel.acps.schoolfusion.us/,201055,ELEM,small_purple,D,62.6,62.6,,,,
SUMTER 1,"R. E. Davis Elementary, 345 Eastern School Road, Sumter, SC, 29153",R E DAVIS ELEMENTARY,http://redes.sumterschools.net/,4301010,ELEM,small_green,A,93,93,,,,
DARLINGTON,"Rosenwald Elementary-Middle, 508 Church Street, Society Hill, SC, 29593",ROSENWALD ELEMENTARY/MIDDLE,http://rems.dcsdschools.org/,1601020,COMBO,measle_turquoise,C,72.6,57.7,,91,,
JASPER,"Ridgeland Elementary, 250 Jaguar Trail Unit 103, Ridgeland, SC, 29936",RIDGELAND ELEMENTARY,http://res.jcsd.net/,2701011,ELEM,small_red,F,51.6,51.6,,,,
ORANGEBURG 5,"Rivelon Elementary, 350 Thomas B. Eklund Circle, Orangeburg, SC, 29115",RIVELON ELEMENTARY,http://res.ocsd5schools.org/,3805038,ELEM,small_red,F,27.7,27.7,,,,
NEWBERRY,"Reuben Elementary, 3605 Spearman Road, Newberry, SC, 29108",REUBEN ELEMENTARY,http://reubenelem.sc.nce.schoolinsites.com/,3601015,ELEM,small_green,A,95,95,,,,
YORK 3,"Rock Hill High, 320 West Springdale Road, Rock Hill, SC, 29730",ROCK HILL HIGH,http://rh.rock-hill.k12.sc.us/,4603017,HIGH,small_purple,D,68.1,,,,,68.1
RICHLAND 1,"H. B. Rhame Elementary, 1300 Arrowwood Drive, Columbia, SC, 29210",H B RHAME ELEMENTARY,http://rhame.richlandone.org/,4001060,ELEM,measle_turquoise,C,72.2,72.2,,,,
JASPER,"Ridgeland-Hardeeville High, 250 Jaguar Trail, Ridgeland, SC, 29936",RIDGELAND-HARDEEVILLE HIGH,http://rhs.jcsd.net/,2701013,HIGH,small_red,F,33.8,,,,,33.8
BEAUFORT,"Riverview Charter School, 81 Savannah Highway, Beaufort, SC, 29906",RIVERVIEW CHARTER SCHOOL,http://riverviewcharterschool.org/Welcome.html,701601,COMBO,small_green,A,100,100,,100,,
ANDERSON 4,"Riverside Middle, 458 Riverside Street, Pendleton, SC, 29670",RIVERSIDE MIDDLE,http://rms.anderson4.org,404029,MIDD,small_yellow,B,88.6,,,88.6,,
JASPER,"Hardeeville-Ridgeland Middle, 150 Hurricane Alley, Hardeeville, SC, 29927",HARDEEVILLE-RIDGELAND MIDDLE,http://rms.jcsd.net/,2701012,MIDD,small_red,F,20.8,,,20.8,,
LANCASTER,"A. R. Rucker Middle, 422 Old Dixie Road, Lancaster, SC, 29720",A. R. RUCKER MIDDLE,http://rms.lancasterscschools.org/home,2901003,MIDD,measle_turquoise,C,71.1,,,71.1,,
HORRY,"River Oaks Elementary, 700 Augusta Plantation Drive, Myrtle Beach, SC, 29579",RIVER OAKS ELEMENTARY,http://roe.horrycountyschools.net/pages/River_Oaks_Elementary,2601065,ELEM,small_green,A,93.6,93.6,,,,
RICHLAND 1,"Richland One Charter Middle College, 316 South Beltline Boulevard, Columbia, SC, 29205",RICHLAND 1 MIDDLE COLLEGE,http://romc.richlandone.org/,4001601,HIGH,measle_brown,No Grade,,,,,,
RICHLAND 1,"Rosewood Elementary, 3300 Rosewood Drive, Columbia, SC, 29205",ROSEWOOD ELEMENTARY,http://rosewood.richlandone.org/,4001054,ELEM,small_green,A,91.5,91.5,,,,
YORK 3,"Rawlinson Road Middle, 2631 West Main Street, Rock Hill, SC, 29732",RAWLINSON ROAD MIDDLE,http://rr.rock-hill.k12.sc.us/,4603019,MIDD,measle_turquoise,C,76.1,,,76.1,,
BEAUFORT,"Robert Smalls Middle, 43 W. K. Alston Boulevard, Beaufort, SC, 29906",ROBERT SMALLS MIDDLE,http://rsm.beaufort.k12.sc.us/,701005,COMBO,measle_turquoise,C,78.4,67.5,,82.1,,
AIKEN,"Ridge Spring Monetta Elementary-Middle, 422 Hazzard Circle, Ridge Spring, SC, 29129",RIDGE SPRING-MONETTA ELEMENTARY,http://rsmel.acps.schoolfusion.us/,201042,COMBO,small_red,F,41.5,39.4,,43.8,,
AIKEN,"Ridge Spring Monetta High, 10 J.P. Kneece Drive, Monetta, SC, 29105",RIDGE SPRING-MONETTA HIGH,http://rsmhs.acps.schoolfusion.us/,201013,HIGH,small_purple,D,67.8,,,,,67.8
YORK 4,"Riverview Elementary, 1434 Harris Road, Fort Mill, SC, 29715",RIVERVIEW ELEMENTARY,http://rves.fort-mill.k12.sc.us/home.aspx,4604042,ELEM,small_green,A,92.6,92.6,,,,
YORK 3,"Rosewood Elementary, 2240 Rosewood Drive, Rock Hill, SC, 29732",ROSEWOOD ELEMENTARY,http://rw.rock-hill.k12.sc.us/,4603032,ELEM,small_purple,D,68.3,68.3,,,,
AIKEN,"South Aiken High, 232 East Pine Log Road, Aiken, SC, 29803",SOUTH AIKEN HIGH,http://sahs.acps.schoolfusion.us/,201003,HIGH,measle_turquoise,C,73.9,,,,,73.9
RICHLAND 1,"St. Andrews Middle, 1231 Bluefield Road, Columbia, SC, 29210",ST ANDREWS MIDDLE,http://sams.richlandone.org/,4001016,MIDD,small_purple,D,60.2,,,60.2,,
RICHLAND 1,"Sandel Elementary, 2700 Seminole Road, Columbia, SC, 29210",WILLIAM S SANDEL ELEMENTARY,http://sandel.richlandone.org/,4001059,ELEM,small_red,F,42.5,42.5,,,,
RICHLAND 1,"W. G. Sanders Middle, 3455 Pinebelt Road, Columbia, SC, 29204",W G SANDERS MIDDLE,http://sanders.richlandone.org/,4001034,MIDD,small_red,F,31.3,,,31.3,,
CHARLESTON,"Sanders-Clyde Elementary, 805 Morrison Drive, Charleston, SC, 29403",CLYDE SANDERS ELEMENTARY,http://sandersclyde.ccsdschools.com/,1001076,COMBO,measle_turquoise,C,74,63.6,,87.6,,
RICHLAND 1,"Satchel Ford Elementary, 5901 Satchel Ford Road, Columbia, SC, 29206",SATCHEL FORD ROAD ELEMENTARY,http://satchelford.richlandone.org/,4001056,ELEM,small_yellow,B,88.5,88.5,,,,
CLARENDON 1,"Scott's Branch High, 9253 Alex Harvin Highway, Summerton, SC, 29148",SCOTTS BRANCH HIGH,http://sbh.clarendon1.k12.sc.us/,1401001,HIGH,small_green,A,96,,,,,96
CLARENDON 1,"Scott's Branch Middle, 9253 Alex Harvin Highway, Summerton, SC, 29148",SCOTTS BRANCH MIDDLE,http://sbi.clarendon1.k12.sc.us/,1401020,MIDD,small_yellow,B,81.1,,,81.1,,
SC CHARTER SCHOOL,"Provost Academy South Carolina, 400 Arbor Lake Drive, B800, Columbia, SC, 29223",PROVOST ACADEMY SOUTH CAROLINA,http://sc.provostacademy.com,4701008,HIGH,measle_turquoise,C,79.7,,,,,79.7
BEAUFORT,"Hilton Head Island Elementary School for the Creative Arts, 10 Bus Drive, Hilton Head Island, SC, 29926",HILTON HEAD ELEMENTARY FOR CREAT,http://sca.beaufort.k12.sc.us/,701032,ELEM,small_yellow,B,84.8,84.8,,,,
HORRY,"South Conway Elementary, 3001 Fourth Avenue, Conway, SC, 29526",SOUTH CONWAY ELEMENTARY,http://sce.horrycountyschools.net/,2601045,ELEM,small_yellow,B,84.5,84.5,,,,
YORK 4,"Sugar Creek Elementary, 1599 Farm House Road, Fort Mill, SC, 29715",SUGAR CREEK ELEMENTARY,http://sces.fort-mill.k12.sc.us/home.aspx,4604056,ELEM,small_green,A,90,90,,,,
AIKEN,"Schofield Middle, 224 Kershaw Street Northeast, Aiken, SC, 29801",SCHOFIELD MIDDLE,http://schofieldm.acps.schoolfusion.us/,201028,MIDD,small_green,A,95.7,,,95.7,,
CHESTERFIELD,"Central High, 200 Zion Church Road, Pageland, SC, 29728",CENTRAL HIGH,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=54,1301007,HIGH,small_purple,D,67,,,,,67
CHESTERFIELD,"Cheraw High, 649 Chesterfield Highway, Cheraw, SC, 29520",CHERAW HIGH,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=62,1301001,HIGH,small_purple,D,65.6,,,,,65.6
CHESTERFIELD,"Chesterfield High, 401 North Page Street, Chesterfield, SC, 29709",CHESTERFIELD HIGH,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=66,1301002,HIGH,small_yellow,B,85.7,,,,,85.7
CHESTERFIELD,"McBee High, 265 East Pine Street, McBee, SC, 29101",MCBEE HIGH,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=67,1301006,COMBO,measle_turquoise,C,75.1,,,69.5,,89.8
CHESTERFIELD,"Chesterfield-Ruby Middle, 14445 Highway 9, Chesterfield, SC, 29709",CHESTERFIELD-RUBY MIDDLE,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=68,1301028,MIDD,measle_turquoise,C,74.6,,,74.6,,
CHESTERFIELD,"Long Middle, 1010 West Green Street, Cheraw, SC, 29520",LONG MIDDLE,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=69,1301005,MIDD,small_purple,D,66.4,,,66.4,,
CHESTERFIELD,"New Heights Middle, 5738 Highway 151, Jefferson, SC, 29718",NEW HEIGHTS MIDDLE,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=70,1301008,MIDD,small_purple,D,63.7,,,63.7,,
CHESTERFIELD,"Cheraw Intermediate, 421 Chesterfield Highway, Cheraw, SC, 29520",CHERAW INTERMEDIATE,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=71,1301026,ELEM,small_green,A,93.6,93.6,,,,
CHESTERFIELD,"Edwards Elementary, 2411 West Boulevard, Chesterfield, SC, 29709",EDWARDS ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=72,1301014,ELEM,small_green,A,90.9,90.9,,,,
CHESTERFIELD,"Jefferson Elementary, 809 West Elizabeth Street, Jefferson, SC, 29718",JEFFERSON ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=73,1301015,ELEM,small_green,A,97.8,97.8,,,,
CHESTERFIELD,"McBee Elementary, 284 East Maple Avenue, McBee, SC, 29101",MCBEE ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=74,1301020,COMBO,small_green,A,96.5,95.8,,97.9,,
CHESTERFIELD,"Pageland Elementary, 715 West McGregor Street, Pageland, SC, 29728",PAGELAND ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=75,1301027,ELEM,small_yellow,B,89,89,,,,
CHESTERFIELD,"Plainview Elementary, 16002 Highway 102, Patrick, SC, 29584",PLAINVIEW ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=76,1301021,ELEM,small_green,A,97.3,97.3,,,,
CHESTERFIELD,"Ruby Elementary, 249 Thurman Aveune, Ruby, SC, 29741",RUBY ELEMENTARY,http://schools.mychesterfieldcountyschools.com/index.aspx?nid=77,1301023,ELEM,small_green,A,100,100,,,,
HORRY,"Socastee Elementary, 4950 Socastee Boulevard, Myrtle Beach, SC, 29588",SOCASTEE ELEMENTARY,http://se.horrycountyschools.net/,2601054,ELEM,small_green,A,100,100,,,,
BEAUFORT,"Joseph S. Shanklin Elementary, 121 Morrall Drive, Beaufort, SC, 29906",JOSEPH S. SHANKLIN ELEMENTARY,http://ses.beaufort.k12.sc.us/,701022,ELEM,small_red,F,48,48,,,,
LEXINGTON 4,"Sandhills Elementary, 130 Lewis Rast Road, Swansea, SC, 29160",SANDHILLS ELEMENTARY,http://ses.lexington4.net/,3204039,ELEM,small_red,F,54.5,54.5,,,,
ORANGEBURG 5,"Sheridan Elementary, 1139 Hillsboro Road, Orangeburg, SC, 29115",SHERIDAN ELEMENTARY,http://ses.ocsd5schools.org/,3805039,ELEM,small_purple,D,60.4,60.4,,,,
YORK 4,"Springfield Elementary, 1691 Springfield Parkway, Fort Mill, SC, 29715",SPRINGFIELD ELEMENTARY,http://sfes.fort-mill.k12.sc.us/home.aspx,4604052,ELEM,small_yellow,B,87.3,87.3,,,,
YORK 4,"Springfield Middle, 1711 Springfield Parkway, Fort Mill, SC, 29715",SPRINGFIELD MIDDLE,http://sfms.fort-mill.k12.sc.us/,4604053,MIDD,small_green,A,91.3,,,91.3,,
LEXINGTON 1,"Saxe Gotha Elementary, 100 Bill Williamson Court, Lexington, SC, 29073",SAXE GOTHA ELEMENTARY,http://sges.lexington1.net:8023/,3201052,ELEM,small_yellow,B,87.3,87.3,,,,
HORRY,"Socastee High, 4900 Socastee Boulevard, Myrtle Beach, SC, 29588",SOCASTEE HIGH,http://sh.horrycountyschools.net/,2601011,HIGH,small_green,A,91.8,,,,,91.8
BEAUFORT,"St. Helena Elementary, 1025 Sea Island Parkway, St. Helena Island, SC, 29920",ST HELENA ELEMENTARY,http://she.beaufort.k12.sc.us/,701020,ELEM,small_green,A,92.3,92.3,,,,
SUMTER 1,"Shaw Heights Elementary, 5121 Frierson Road, Sumter, SC, 29152",SHAW HEIGHTS ELEMENTARY,http://shes.sumterschools.net/,4301019,ELEM,small_green,A,95.8,95.8,,,,
LEXINGTON 4,"Swansea High, 500 East First Street, Swansea, SC, 29160",SWANSEA HIGH,http://shs.lexington4.net/,3204034,HIGH,measle_turquoise,C,79.8,,,,,79.8
SPARTANBURG 7,"Spartanburg High, 500 Dupre Drive, Spartanburg, SC, 29307",SPARTANBURG SENIOR HIGH,http://shs.spartanburg7.org/,4207073,HIGH,small_purple,D,62.1,,,,,62.1
SUMTER 1,"Sumter High, 2580 McCray's Mill Road, Sumter, SC, 29154",SUMTER HIGH,http://shs.sumterschools.net/,4301024,HIGH,small_purple,D,60.3,,,,,60.3
AIKEN,"Silver Bluff High, 64 DeSoto Drive, Aiken, SC, 29803",SILVER BLUFF HIGH,http://silverbluffhs.acps.schoolfusion.us/,201001,HIGH,small_yellow,B,82,,,,,82
CHARLESTON,"James Simons Elementary, 2685 Leeds Avenue, Charleston, SC, 29405",JAMES SIMONS ELEMENTARY,http://simons.ccsdschools.com/,1001079,ELEM,small_red,F,52.8,52.8,,,,
