School Year,Division,School,Subject Area,Pass Rate,School Code,Correct,Address
2011-2012,Bedford County ,Montvale Elementary,Mathematics,65.41%,500,Exact Location,"Montvale Elementary, One Little Patriot Dr, Montvale, VA, 24122"
2011-2012,Albemarle County ,Mortimer Y. Sutherland Middle,Mathematics,87.78%,500,Exact Location,"Mortimer Y. Sutherland Middle, 2801 Powell Creek Drive, Charlottesville, VA, 22911"
2011-2012,Henry County ,Mount Olivet Elementary ,Mathematics,58.06%,500,No Exact Location,"Mount Olivet Elementary , Henry County , VA"
2011-2012,York County ,Mount Vernon Elementary ,Mathematics,85.10%,500,No Exact Location,"Mount Vernon Elementary , York County , VA"
2011-2012,Alexandria City ,Mount Vernon Elementary,Mathematics,56.12%,500,Exact Location,"Mount Vernon Elementary, 2601 Commonwealth Ave, Alexandria, VA, 22305"
2011-2012,Alleghany County ,Mountain View Elementary,Mathematics,47.84%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Rockingham County ,Mountain View Elementary,Mathematics,65.82%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Roanoke County ,Mountain View Elementary,Mathematics,66.67%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Rockbridge County ,Mountain View Elementary,Mathematics,71.93%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Loudoun County ,Mountain View Elementary,Mathematics,73.43%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Prince William County ,Mountain View Elementary,Mathematics,86.99%,500,Exact Location,"Mountain View Elementary, 100 Gleason Dr., Covington, VA, 24426"
2011-2012,Stafford County ,Mountain View High ,Mathematics,61.46%,500,No Exact Location,"Mountain View High , Stafford County , VA"
2011-2012,Albemarle County ,Murray High,Mathematics,35.38%,500,Exact Location,"Murray High, 1200 Forest Street, Charlottesville, VA, 22903"
2011-2012,Prince George County ,N.B. Clements Junior High ,Mathematics,59.12%,500,No Exact Location,"N.B. Clements Junior High , Prince George County , VA"
2011-2012,Accomack County ,Nandua High,Mathematics,70.74%,500,Exact Location,"Nandua High, 26350 Lankford Highway, Onley, VA, 23418"
2011-2012,Accomack County ,Nandua Middle,Mathematics,60.04%,500,Exact Location,"Nandua Middle, 20330 Warrior Dr., Onley, VA, 23418"
2011-2012,Giles County ,Narrows Elementary/Middle ,Mathematics,74.03%,500,No Exact Location,"Narrows Elementary/Middle , Giles County , VA"
2011-2012,Rockbridge County ,Natural Bridge Elementary,Mathematics,62.50%,500,No Exact Location,"Natural Bridge Elementary, Rockbridge County , VA"
2011-2012,New Kent County ,New Kent Elementary ,Mathematics,75.00%,1020,No Exact Location,"New Kent Elementary , New Kent County , VA"
2011-2012,New Kent County ,New Kent High ,Mathematics,49.39%,1020,No Exact Location,"New Kent High , New Kent County , VA"
2011-2012,New Kent County ,New Kent Middle ,Mathematics,73.43%,1020,No Exact Location,"New Kent Middle , New Kent County , VA"
2011-2012,Bedford County ,New London Academy Elementary,Mathematics,44.44%,1020,Exact Location,"New London Academy Elementary, 12400 E Lynchburg-Salem Trnpk, Forest, VA, 24551"
2011-2012,Loudoun County ,Newton-Lee Elementary ,Mathematics,85.75%,1020,No Exact Location,"Newton-Lee Elementary , Loudoun County , VA"
2011-2012,Chesapeake City ,Norfolk Highlands Primary,Mathematics,67.57%,710,Exact Location,"Norfolk Highlands Primary, 1115 Myrtle Ave, Chesapeake, VA, 23325"
2011-2012,Colonial Heights City ,North Elementary,Mathematics,57.89%,710,Exact Location,"North Elementary, 3201 Dale Ave, Colonial Heights, VA, 23834"
2011-2012,Prince George County ,North Elementary,Mathematics,77.17%,710,Exact Location,"North Elementary, 3201 Dale Ave, Colonial Heights, VA, 23834"
2011-2012,Augusta County ,North River Elementary,Mathematics,52.27%,760,Exact Location,"North River Elementary, 3395 Scenic Hwy, Mount Solon, VA, 22843"
2011-2012,Northampton County ,Northampton High,Mathematics,45.37%,760,No Exact Location,"Northampton High, Northampton County , VA"
2011-2012,Arlington County ,Nottingham Elementary,Mathematics,91.55%,760,Exact Location,"Nottingham Elementary, 5900 Little Falls Road, Arlington, VA, 22207"
2011-2012,Danville City ,O. Trent Bonner Middle,Mathematics,74.54%,760,Exact Location,"O. Trent Bonner Middle, 300 Apollo Ave, Danville, VA, 24540"
2011-2012,Chesterfield County ,O.B. Gates Elementary,Mathematics,82.94%,760,Exact Location,"O.B. Gates Elementary, 10001 Courthouse Rd., Chesterfield, VA, 23832"
2011-2012,Carroll County ,Oakland Elementary School,Mathematics,40.00%,760,Exact Location,"Oakland Elementary School, 4930 Pipers Gap Road, Galax, VA, 24333"
2011-2012,Arlington County ,Oakridge Elementary,Mathematics,79.93%,760,Exact Location,"Oakridge Elementary, 1414 24th St S, Arlington, VA, 22202"
2011-2012,Orange County ,Orange County High ,Mathematics,52.04%,570,No Exact Location,"Orange County High , Orange County , VA"
2011-2012,Chesapeake City ,Oscar F. Smith High,Mathematics,47.56%,570,Exact Location,"Oscar F. Smith High, 1994 Tiger Dr, Chesapeake, VA, 23320"
2011-2012,Chesapeake City ,Oscar Smith Middle,Mathematics,60.26%,570,Exact Location,"Oscar Smith Middle, 2500 Rodgers St, Chesapeake, VA, 23324"
2011-2012,Bedford County ,Otter River Elementary,Mathematics,60.18%,570,Exact Location,"Otter River Elementary, 1044 Otter River Dr, Goode, VA, 24556"
2011-2012,Norfolk City ,"P.B. Young, Sr. Elementary ",Mathematics,38.10%,570,No Exact Location,"P.B. Young, Sr. Elementary , Norfolk City , VA"
2011-2012,Danville City ,Park Avenue Elementary,Mathematics,62.83%,570,Exact Location,"Park Avenue Elementary, 661 Park Ave, Danville, VA, 24541"
2011-2012,Buena Vista City ,Parry McCluer High,Mathematics,30.51%,820,Exact Location,"Parry McCluer High, 100 Bradford Drive, Buena Vista, VA, 24416"
2011-2012,Buena Vista City ,Parry McCluer Middle,Mathematics,50.72%,820,Exact Location,"Parry McCluer Middle, 2329 Chestnut Ave, Buena Vista, VA, 24416"
2011-2012,Alexandria City ,Patrick Henry Elementary,Mathematics,30.43%,820,Exact Location,"Patrick Henry Elementary, 4643 Taney Ave, Alexandria, VA, 22304"
2011-2012,Martinsville City ,Patrick Henry Elementary,Mathematics,72.81%,820,Exact Location,"Patrick Henry Elementary, 4643 Taney Ave, Alexandria, VA, 22304"
2011-2012,Albemarle County ,Paul H. Cale Elementary,Mathematics,60.15%,70,Exact Location,"Paul H. Cale Elementary, 1757 Avon Street Extended, Charlottesville, VA, 22902"
2011-2012,Lynchburg City ,Paul Laurence Dunbar Middle for Innovation ,Mathematics,49.27%,70,No Exact Location,"Paul Laurence Dunbar Middle for Innovation , Lynchburg City , VA"
2011-2012,Culpeper County ,Pearl Sample Elementary,Mathematics,58.56%,70,Exact Location,"Pearl Sample Elementary, 18480 Simms Dr, Culpeper, VA, 22701"
2011-2012,Charlotte County ,Phenix Elementary,Mathematics,42.74%,70,Exact Location,"Phenix Elementary, 400  Red House Road, Phenix, VA, 23959"
2011-2012,Amherst County ,Pleasant View Elementary,Mathematics,37.21%,70,Exact Location,"Pleasant View Elementary, 229 Dancing Creek Rd, Monroe, VA, 24574"
2011-2012,Virginia Beach City ,Providence Elementary,Mathematics,61.13%,70,Exact Location,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236"
2011-2012,Chesterfield County ,Providence Elementary,Mathematics,74.25%,70,Exact Location,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236"
2011-2012,Fairfax County ,Providence Elementary,Mathematics,83.93%,70,Exact Location,"Providence Elementary, 11001 W. Providence Rd., Richmond, VA, 23236"
2011-2012,Chesterfield County ,Providence Middle,Mathematics,57.19%,70,Exact Location,"Providence Middle, 900 Starlight Lane, Richmond, VA, 23235"
2011-2012,Pulaski County ,Pulaski Elementary ,Mathematics,77.02%,70,No Exact Location,"Pulaski Elementary , Pulaski County , VA"
2011-2012,Accomack County ,Pungoteague Elementary,Mathematics,56.02%,70,Exact Location,"Pungoteague Elementary, 28480 Bobtown Rd, Melfa, VA, 23410"
2011-2012,Newport News City ,R.O. Nelson Elementary ,Mathematics,81.14%,70,No Exact Location,"R.O. Nelson Elementary , Newport News City , VA"
2011-2012,Arlington County ,Randolph Elementary,Mathematics,63.69%,70,Exact Location,"Randolph Elementary, 1306 S Quincy St, Arlington, VA, 22204"
2011-2012,Goochland County ,Randolph Elementary,Mathematics,79.05%,70,Exact Location,"Randolph Elementary, 1306 S Quincy St, Arlington, VA, 22204"
2011-2012,Charlotte County ,Randolph-Henry High,Mathematics,53.06%,70,Exact Location,"Randolph-Henry High, PO Box 668, Charlotte C H, VA, 23923"
2011-2012,Botetourt County ,Read Mountain Middle,Mathematics,82.00%,50,Exact Location,"Read Mountain Middle, 182 Orchard Hill Dr, Cloverdale, VA, 24077"
2011-2012,Chesterfield County ,Reams Road Elementary,Mathematics,79.65%,50,Exact Location,"Reams Road Elementary, 10141 Reams Rd., Richmond, VA, 23236"
2011-2012,Albemarle County ,Red Hill Elementary,Mathematics,59.46%,50,Exact Location,"Red Hill Elementary, 3901 Red Hill School Road, North Garden, VA, 22959"
2011-2012,Brunswick County ,Red Oak-Sturgeon Elementary,Mathematics,77.78%,50,Exact Location,"Red Oak-Sturgeon Elementary, PO Box 398, Alberta, VA, 23821"
2011-2012,Richmond City ,Richmond Alternative ,Mathematics,25.54%,50,No Exact Location,"Richmond Alternative , Richmond City , VA"
2011-2012,Spotsylvania County ,Riverbend High ,Mathematics,58.63%,50,No Exact Location,"Riverbend High , Spotsylvania County , VA"
2011-2012,Augusta County ,Riverheads Elementary,Mathematics,59.92%,50,Exact Location,"Riverheads Elementary, 17 Howardsville Rd, Staunton, VA, 24401"
2011-2012,Augusta County ,Riverheads High,Mathematics,71.84%,50,Exact Location,"Riverheads High, 19 Howardsville Rd, Staunton, VA, 24401"
2011-2012,Buchanan County ,Riverview Elementary/Middle,Mathematics,45.94%,50,Exact Location,"Riverview Elementary/Middle, 27382 Riverside Drive, Grundy, VA, 24614"
2011-2012,Chesterfield County ,Robious Elementary,Mathematics,91.50%,50,Exact Location,"Robious Elementary, 2801 Robious Crossing Dr., Midlothian, VA, 23113"
2011-2012,Chesterfield County ,Robious Middle,Mathematics,81.58%,50,Exact Location,"Robious Middle, 2701 Robious Crossing Dr, Midlothian, VA, 23113"
2011-2012,Rockbridge County ,Rockbridge County High ,Mathematics,50.85%,50,No Exact Location,"Rockbridge County High , Rockbridge County , VA"
2011-2012,Rockbridge County ,Rockbridge Middle,Mathematics,77.99%,50,No Exact Location,"Rockbridge Middle, Rockbridge County , VA"
2011-2012,Bland County ,Rocky Gap Elementary,Mathematics,67.86%,50,Exact Location,"Rocky Gap Elementary, PO Box 339, Rocky Gap, VA, 24366"
2011-2012,Bland County ,Rocky Gap High,Mathematics,59.03%,50,Exact Location,"Rocky Gap High, PO Box 9, Rocky Gap, VA, 24366"
2011-2012,Buchanan County ,Russell Prater Elementary,Mathematics,55.81%,50,Exact Location,"Russell Prater Elementary, 8433 Lovers Gap Road, Vansant, VA, 24656"
2011-2012,Campbell County ,Rustburg Elementary,Mathematics,49.21%,50,Exact Location,"Rustburg Elementary, PO Box 225, Rustburg, VA, 24588"
2011-2012,Campbell County ,Rustburg High,Mathematics,35.28%,50,Exact Location,"Rustburg High, PO Box 830, Rustburg, VA, 24588"
2011-2012,Campbell County ,Rustburg Middle,Mathematics,46.47%,50,Exact Location,"Rustburg Middle, 555 Village Highway, Rustburg, VA, 24588"
2011-2012,Augusta County ,S. Gordon Stewart Middle,Mathematics,68.59%,50,Exact Location,"S. Gordon Stewart Middle, 118 Fort Defiance Rd, Fort Defiance, VA, 24437"
2011-2012,Chesterfield County ,Salem Church Elementary,Mathematics,49.50%,50,Exact Location,"Salem Church Elementary, 9600 Salem Church Rd., Richmond, VA, 23237"
2011-2012,Chesterfield County ,Salem Church Middle,Mathematics,62.04%,50,Exact Location,"Salem Church Middle, 9700 Salem Church Rd.;, Richmond, VA, 23237"
2011-2012,Alexandria City ,Samuel W. Tucker Elementary,Mathematics,47.26%,50,Exact Location,"Samuel W. Tucker Elementary, 435 Ferdinand Day Dr, Alexandria, VA, 22304"
2011-2012,Dickenson County ,Sandlick Elementary,Mathematics,66.67%,50,Exact Location,"Sandlick Elementary, 186 Anderson Lane, Birchleaf, VA, 24220"
2011-2012,Danville City ,Schoolfield Elementary,Mathematics,62.65%,50,Exact Location,"Schoolfield Elementary, 1400 W Main St, Danville, VA, 24541"
2011-2012,Albemarle County ,Scottsville Elementary,Mathematics,55.29%,50,Exact Location,"Scottsville Elementary, 7868 Scottsville Road, Scottsville, VA, 24590"
2011-2012,King George County ,Sealston Elementary ,Mathematics,61.83%,50,No Exact Location,"Sealston Elementary , King George County , VA"
2011-2012,Alleghany County ,Sharon Elementary,Mathematics,86.36%,50,Exact Location,"Sharon Elementary, 100 Sharon School Circle, Clifton Forge, VA, 24422"
2011-2012,Loudoun County ,Smart's Mill Middle ,Mathematics,70.37%,50,No Exact Location,"Smart's Mill Middle , Loudoun County , VA"
2011-2012,Fairfax County ,South County Secondary,Mathematics,72.77%,50,No Exact Location,"South County Secondary, Fairfax County , VA"
2011-2012,Chesapeake City ,Southeastern Elementary,Mathematics,82.89%,50,Exact Location,"Southeastern Elementary, 1853 Battlefield Blvd S, Chesapeake, VA, 23322"
2011-2012,Dinwiddie County ,Southside Elementary,Mathematics,57.73%,50,Exact Location,"Southside Elementary, 10305 Boydton Plank Rd, Dinwiddie, VA, 23841"
2011-2012,Pittsylvania County ,Southside Elementary,Mathematics,70.79%,50,Exact Location,"Southside Elementary, 10305 Boydton Plank Rd, Dinwiddie, VA, 23841"
2011-2012,Chesapeake City ,Southwestern Elementary,Mathematics,54.58%,50,Exact Location,"Southwestern Elementary, 4410 Airline Blvd, Chesapeake, VA, 23321"
2011-2012,Suffolk City ,Southwestern Elementary,Mathematics,65.82%,50,Exact Location,"Southwestern Elementary, 4410 Airline Blvd, Chesapeake, VA, 23321"
2011-2012,Chesapeake City ,Sparrow Road Intermediate,Mathematics,60.70%,50,Exact Location,"Sparrow Road Intermediate, 1605 Sparrow Rd, Chesapeake, VA, 23325"
2011-2012,Chesterfield County ,Spring Run Elementary,Mathematics,84.47%,8888,Exact Location,"Spring Run Elementary, 13901 Spring Run Rd, Midlothian, VA, 23112"
2011-2012,Carroll County ,St. Paul School,Mathematics,63.47%,871,Exact Location,"St. Paul School, 231 Flower Gap Road, Cana, VA, 24317"
2011-2012,Bedford County ,Staunton River High,Mathematics,36.63%,871,Exact Location,"Staunton River High, 1095 Golden Eagle Dr, Moneta, VA, 24121"
2011-2012,Bedford County ,Staunton River Middle,Mathematics,44.39%,871,Exact Location,"Staunton River Middle, 1293 Golden Eagle Drive, Moneta, VA, 24121"
2011-2012,Bedford County ,Stewartsville Elementary,Mathematics,43.48%,871,Exact Location,"Stewartsville Elementary, 1138 Wildcat Rd, Goodview, VA, 24095"
2011-2012,Lee County ,Stickleyville Elementary,Mathematics,73.17%,871,No Exact Location,"Stickleyville Elementary, Lee County , VA"
2011-2012,Albemarle County ,Stone Robinson Elementary,Mathematics,59.07%,871,Exact Location,"Stone Robinson Elementary, 958 North Milton Road, Charlottesville, VA, 22911"
2011-2012,Bristol City ,Stonewall Jackson Elementary,Mathematics,51.85%,871,Exact Location,"Stonewall Jackson Elementary, 2045 Euclid Ave, Bristol, VA, 24201"
2011-2012,Albemarle County ,Stony Point Elementary,Mathematics,77.34%,871,Exact Location,"Stony Point Elementary, 3893 Stony Point Road, Keswick, VA, 22947"
2011-2012,Augusta County ,Stuarts Draft Elementary,Mathematics,60.77%,871,Exact Location,"Stuarts Draft Elementary, 63 School Blvd, Stuarts Draft, VA, 24477"
2011-2012,Augusta County ,Stuarts Draft High,Mathematics,69.82%,871,Exact Location,"Stuarts Draft High, 1028 Augusta Farm Rd, Stuarts Draft, VA, 24477"
2011-2012,Augusta County ,Stuarts Draft Middle,Mathematics,72.73%,871,Exact Location,"Stuarts Draft Middle, 1088 Augusta Farm Rd, Stuarts Draft, VA, 24477"
2011-2012,Richmond City ,Summer Hill/Ruffin Road Elementary,Mathematics,57.40%,871,No Exact Location,"Summer Hill/Ruffin Road Elementary, Richmond City , VA"
2011-2012,Dinwiddie County ,Sunnyside Elementary,Mathematics,64.86%,871,Exact Location,"Sunnyside Elementary, P O Box 250, Mckenney, VA, 23872"
2011-2012,Sussex County ,Sussex Central Middle,Mathematics,52.29%,871,No Exact Location,"Sussex Central Middle, Sussex County , VA"
2011-2012,Dinwiddie County ,Sutherland Elementary,Mathematics,61.42%,871,Exact Location,"Sutherland Elementary, 6000 R. B. Pamplin Drive, Sutherland, VA, 23885"
2011-2012,Arlington County ,Swanson Middle,Mathematics,86.62%,871,Exact Location,"Swanson Middle, 5800 N Washington Blvd, Arlington, VA, 22205"
2011-2012,Chesterfield County ,Swift Creek Elementary,Mathematics,83.51%,871,Exact Location,"Swift Creek Elementary, 13800 Genito Rd., Midlothian, VA, 23112"
2011-2012,Chesterfield County ,Swift Creek Middle,Mathematics,78.10%,871,Exact Location,"Swift Creek Middle, 3700 Old Hundred Rd, South Midlothian, VA, 23112"
2011-2012,Culpeper County ,Sycamore Park Elementary,Mathematics,63.77%,871,Exact Location,"Sycamore Park Elementary, 451 Radio Ln, Culpeper, VA, 22701"
2011-2012,Alexandria City ,T.C. Williams High,Mathematics,48.22%,871,Exact Location,"T.C. Williams High, 3330 King St, Alexandria, VA, 22302"
2011-2012,Accomack County ,Tangier Combined,Mathematics,75.47%,871,Exact Location,"Tangier Combined, PO Box 245, Tangier, VA, 23440"
2011-2012,Essex County ,Tappahannock Elementary,Mathematics,66.94%,871,Exact Location,"Tappahannock Elementary, PO Box 399, Tappahannock, VA, 22560"
2011-2012,Arlington County ,Taylor Elementary,Mathematics,90.40%,871,Exact Location,"Taylor Elementary, 2600 N Stuart St, Arlington, VA, 22207"
2011-2012,Amherst County ,Temperance Elementary,Mathematics,80.43%,871,Exact Location,"Temperance Elementary, 1981 Lowesville Rd, Amherst, VA, 24521"
2011-2012,Bedford County ,Thaxton Elementary,Mathematics,64.71%,871,Exact Location,"Thaxton Elementary, 1081 Monorail Circle, Thaxton, VA, 24174"
2011-2012,Chesterfield County ,Thelma Crenshaw Elementary,Mathematics,57.82%,871,Exact Location,"Thelma Crenshaw Elementary, 11901 Bailey Bridge Rd., Midlothian, VA, 23112"
2011-2012,Gloucester County ,Thomas C. Walker Elementary,Mathematics,84.72%,871,No Exact Location,"Thomas C. Walker Elementary, Gloucester County , VA"
