School Year,Division,School,Subject Area,Pass Rate,School Code,Address,Correct
2011-2012,Lancaster County ,Lancaster Middle,Mathematics,52.11%,580,0,Exact Location
2011-2012,Loudoun County ,Hillsboro Elementary,Mathematics,56.25%,540,0,Exact Location
2011-2012,Page County ,Luray High,Mathematics,64.26%,9997,0,Exact Location
2011-2012,Petersburg City ,A.P. Hill Elementary,Mathematics,41.13%,#N/A,0,Exact Location
2011-2012,Prince William County ,Piney Branch Elementary,Mathematics,74.77%,70,0,Exact Location
2011-2012,Roanoke City ,Highland Park Elementary,Mathematics,83.41%,540,0,Exact Location
2011-2012,Staunton City ,Shelburne Middle,Mathematics,70.46%,50,0,Exact Location
2011-2012,Scott County ,Fort Blackmore Primary,Mathematics,38.89%,440,0,Exact Location
2011-2012,Fairfax County ,Chesterbrook Elementary,Mathematics,93.73%,100,0,Exact Location
2011-2012,Gloucester County ,Botetourt Elementary,Mathematics,72.18%,2000,0,Exact Location
2011-2012,King George County ,King George Elementary,Mathematics,77.41%,690,0,Exact Location
2011-2012,Mathews County ,Thomas Hunter Middle,Mathematics,59.89%,871,0,Exact Location
2011-2012,Norfolk City ,Tanners Creek Elementary,Mathematics,51.48%,871,0,Exact Location
2011-2012,Richmond City ,Bellevue Elementary,Mathematics,73.08%,560,0,Exact Location
2011-2012,Salem City ,Andrew Lewis Middle,Mathematics,74.83%,2203,0,Exact Location
2011-2012,Tazewell County ,Tazewell Middle,Mathematics,66.94%,871,0,Exact Location
2011-2012,Virginia Beach City ,Three Oaks Elementary,Mathematics,65.44%,871,0,Exact Location
2011-2012,Williamsburg-James City County ,Toano Middle,Mathematics,84.35%,871,0,Exact Location
2011-2012,Wythe County ,Max Meadows Elementary,Mathematics,57.93%,500,0,Exact Location
2011-2012,Henrico County ,Glen Allen High,Mathematics,69.52%,30,0,Exact Location
2011-2012,Henrico County ,Harvie Elementary,Mathematics,61.54%,10,0,Exact Location
2011-2012,Henrico County ,Colonial Trail Elementary,Mathematics,78.31%,2347,0,Exact Location
2011-2012,Henrico County ,Elko Middle,Mathematics,55.24%,106,0,Exact Location
2011-2012,Loudoun County ,Frances Hazel Reid Elementary,Mathematics,79.62%,440,0,Exact Location
2011-2012,Newport News City ,Huntington Middle,Mathematics,43.37%,600,0,Exact Location
2011-2012,Fairfax County ,Lake Braddock Secondary,Mathematics,76.10%,580,0,Exact Location
2011-2012,Floyd County ,Check Elementary,Mathematics,75.55%,2445,0,Exact Location
2011-2012,Gloucester County ,Page Middle,Mathematics,62.08%,570,0,Exact Location
2011-2012,Henrico County ,Ridge Elementary,Mathematics,63.71%,50,0,Exact Location
2011-2012,Lynchburg City ,T.C. Miller Elementary for Innovation,Mathematics,58.42%,871,0,Exact Location
2011-2012,Middlesex County ,Middlesex High,Mathematics,31.28%,500,0,Exact Location
2011-2012,Richmond City ,Open High,Mathematics,82.14%,570,0,Exact Location
2011-2012,Roanoke City ,Wasena Elementary,Mathematics,82.22%,1010,0,Exact Location
2011-2012,Salem City ,G.W. Carver Elementary,Mathematics,71.43%,30,0,Exact Location
2011-2012,Staunton City ,Thomas C. McSwain Elementary,Mathematics,69.59%,871,0,Exact Location
2011-2012,Warren County ,A.S. Rhodes Elementary,Mathematics,67.33%,#N/A,0,Exact Location
2011-2012,Williamsburg-James City County ,Lafayette High,Mathematics,51.38%,580,0,Exact Location
2011-2012,York County ,Coventry Elementary,Mathematics,83.99%,1190,0,Exact Location
2011-2012,Fairfax County ,Sherman Elementary,Mathematics,87.03%,50,0,Exact Location
2011-2012,Hampton City ,William Mason Cooper Elementary,Mathematics,71.43%,1010,0,Exact Location
2011-2012,Harrisonburg City ,Thomas Harrison Middle,Mathematics,55.73%,871,0,Exact Location
2011-2012,Henrico County ,Short Pump Middle,Mathematics,88.96%,50,0,Exact Location
2011-2012,Loudoun County ,Leesburg Elementary,Mathematics,77.06%,970,0,Exact Location
2011-2012,Louisa County ,Moss-Nuckols Elementary,Mathematics,41.87%,500,0,Exact Location
2011-2012,Manassas City ,Mayfield Intermediate,Mathematics,77.90%,500,0,Exact Location
2011-2012,Patrick County ,Woolwine Elementary,Mathematics,80.13%,220,0,Exact Location
2011-2012,Prince William County ,Osbourn Park High,Mathematics,63.12%,570,0,Exact Location
2011-2012,Suffolk City ,Driver Elementary,Mathematics,78.76%,2010,0,Exact Location
2011-2012,Virginia Beach City ,Kemps Landing Magnet,Mathematics,95.57%,80,0,Exact Location
2011-2012,Williamsburg-James City County ,D.J. Montague Elementary,Mathematics,78.70%,1700,0,Exact Location
2011-2012,Wise County ,J.W. Adams Combined,Mathematics,77.34%,800,0,Exact Location
2011-2012,Greene County ,William Monroe High,Mathematics,58.05%,1010,0,Exact Location
2011-2012,Greene County ,William Monroe Middle,Mathematics,61.30%,1010,0,Exact Location
2011-2012,Fairfax County ,Forest Edge Elementary,Mathematics,81.53%,440,0,Exact Location
2011-2012,Hampton City ,Francis W. Jones Magnet Middle,Mathematics,63.08%,440,0,Exact Location
2011-2012,Hanover County ,Cold Harbor Elementary,Mathematics,76.82%,2347,0,Exact Location
2011-2012,Hopewell City ,Patrick Copeland Elementary,Mathematics,55.27%,820,0,Exact Location
2011-2012,Loudoun County ,Meadowland Elementary,Mathematics,69.85%,500,0,Exact Location
2011-2012,Orange County ,Lightfoot Elementary,Mathematics,73.26%,970,0,Exact Location
2011-2012,Prince William County ,Kerrydale Elementary,Mathematics,64.35%,690,0,Exact Location
2011-2012,Roanoke City ,Virginia Heights Elementary,Mathematics,66.89%,1010,0,Exact Location
2011-2012,Salem City ,Salem High,Mathematics,61.10%,50,0,Exact Location
2011-2012,Staunton City ,Bessie Weller Elementary,Mathematics,42.94%,720,0,Exact Location
2011-2012,Suffolk City ,Oakland Elementary,Mathematics,82.44%,760,0,Exact Location
2011-2012,Virginia Beach City ,Salem High,Mathematics,57.24%,50,0,Exact Location
2011-2012,Washington County ,Watauga Elementary,Mathematics,80.16%,1010,0,Exact Location
2011-2012,Williamsburg-James City County ,Norge Elementary,Mathematics,70.00%,710,0,Exact Location
2011-2012,Winchester City ,Daniel Morgan Middle,Mathematics,62.52%,1700,0,Exact Location
2011-2012,Hanover County ,Atlee High,Mathematics,72.19%,1530,0,Exact Location
2011-2012,Hanover County ,Chickahominy Middle,Mathematics,89.24%,100,0,Exact Location
2011-2012,Harrisonburg City ,Spotswood Elementary,Mathematics,40.24%,8888,0,Exact Location
2011-2012,Henrico County ,Short Pump Elementary,Mathematics,87.10%,50,0,Exact Location
2011-2012,Loudoun County ,Park View High,Mathematics,36.44%,570,0,Exact Location
2011-2012,Manassas City ,George Carr Round Elementary,Mathematics,80.34%,30,0,Exact Location
2011-2012,Mecklenburg County ,Park View High,Mathematics,46.05%,570,0,Exact Location
2011-2012,Portsmouth City ,Park View Elementary,Mathematics,60.92%,570,0,Exact Location
2011-2012,Prince William County ,Woodbridge High,Mathematics,46.37%,220,0,Exact Location
2011-2012,Roanoke City ,Morningside Elementary,Mathematics,70.69%,500,0,Exact Location
2011-2012,Roanoke County ,W.E. Cundiff Elementary,Mathematics,85.71%,1010,0,Exact Location
2011-2012,Spotsylvania County ,Salem Elementary,Mathematics,72.82%,50,0,Exact Location
2011-2012,Spotsylvania County ,Spotswood Elementary,Mathematics,58.48%,8888,0,Exact Location
2011-2012,Stafford County ,Rockhill Elementary,Mathematics,71.58%,50,0,Exact Location
2011-2012,Virginia Beach City ,Birdneck Elementary,Mathematics,66.39%,720,0,Exact Location
2011-2012,Virginia Beach City ,Salem Elementary,Mathematics,75.77%,50,0,Exact Location
2011-2012,Williamsburg-James City County ,Berkeley Middle,Mathematics,75.70%,720,0,Exact Location
2011-2012,Winchester City ,John Kerr Elementary,Mathematics,75.00%,360,0,Exact Location
2011-2012,York County ,Yorktown Middle,Mathematics,82.98%,60,0,Exact Location
2011-2012,Greensville County ,Greensville Elementary,Mathematics,60.36%,10,0,Exact Location
2011-2012,Hampton City ,Phoebus High,Mathematics,33.46%,70,0,Exact Location
2011-2012,Harrisonburg City ,Keister Elementary,Mathematics,73.25%,360,0,Exact Location
2011-2012,Henrico County ,Longdale Elementary,Mathematics,60.96%,9997,0,Exact Location
2011-2012,Isle of Wight County ,Smithfield Middle,Mathematics,75.21%,50,0,Exact Location
2011-2012,King George County ,Potomac Elementary,Mathematics,81.76%,70,0,Exact Location
2011-2012,Newport News City ,David A. Dutrow Elementary,Mathematics,47.14%,2229,0,Exact Location
2011-2012,Orange County ,Locust Grove Elementary,Mathematics,68.22%,9997,0,Exact Location
2011-2012,Page County ,Springfield Elementary,Mathematics,81.55%,8888,0,Exact Location
2011-2012,Richmond City ,Binford Middle,Mathematics,33.63%,720,0,Exact Location
2011-2012,Roanoke City ,Fallon Park Elementary,Mathematics,76.54%,780,0,Exact Location
2011-2012,Roanoke County ,Penn Forest Elementary,Mathematics,84.49%,70,0,Exact Location
2011-2012,Shenandoah County ,Signal Knob Middle,Mathematics,57.96%,50,0,Exact Location
2011-2012,Spotsylvania County ,Battlefield Middle,Mathematics,66.06%,550,0,Exact Location
2011-2012,Stafford County ,Widewater Elementary,Mathematics,61.56%,1010,0,Exact Location
2011-2012,Virginia Beach City ,Salem Middle,Mathematics,65.20%,50,0,Exact Location
2011-2012,Washington County ,Rhea Valley Elementary,Mathematics,61.23%,50,0,Exact Location
2011-2012,Williamsburg-James City County ,Rawls Byrd Elementary,Mathematics,81.45%,50,0,Exact Location
2011-2012,Winchester City ,Garland R. Quarles Elementary,Mathematics,53.61%,30,0,Exact Location
2011-2012,York County ,Tabb Elementary,Mathematics,79.33%,871,0,Exact Location
2011-2012,Radford City ,John N. Dalton Intermediate,Mathematics,55.97%,360,0,Exact Location
2011-2012,Scott County ,Dungannon Intermediate,Mathematics,69.12%,106,0,Exact Location
2011-2012,Radford City ,Radford High,Mathematics,68.94%,70,0,Exact Location
2011-2012,Stafford County ,Garrisonville Elementary,Mathematics,85.20%,30,0,Exact Location
2011-2012,Frederick County ,Indian Hollow Elementary,Mathematics,59.70%,740,0,Exact Location
2011-2012,Fredericksburg City ,James Monroe High,Mathematics,49.71%,800,0,Exact Location
2011-2012,Hanover County ,South Anna Elementary,Mathematics,83.08%,50,0,Exact Location
2011-2012,Hopewell City ,Dupont Elementary,Mathematics,58.42%,106,0,Exact Location
2011-2012,Isle of Wight County ,Smithfield High,Mathematics,51.42%,50,0,Exact Location
2011-2012,Loudoun County ,Rolling Ridge Elementary,Mathematics,60.00%,50,0,Exact Location
2011-2012,Norfolk City ,Camp Allen Elementary,Mathematics,50.29%,620,0,Exact Location
2011-2012,Northumberland County ,Northumberland High,Mathematics,61.44%,760,0,Exact Location
2011-2012,Norton City ,Norton Elementary,Mathematics,55.31%,760,0,Exact Location
2011-2012,Prince William County ,Rockledge Elementary,Mathematics,76.23%,50,0,Exact Location
2011-2012,Roanoke County ,Fort Lewis Elementary,Mathematics,82.46%,440,0,Exact Location
2011-2012,Shenandoah County ,North Fork Middle,Mathematics,77.26%,710,0,Exact Location
2011-2012,Spotsylvania County ,Chancellor Elementary,Mathematics,85.47%,200,0,Exact Location
2011-2012,Stafford County ,Andrew G. Wright Middle,Mathematics,83.07%,2203,0,Exact Location
2011-2012,Staunton City ,Arthur R. Ware Elementary,Mathematics,71.27%,1530,0,Exact Location
2011-2012,Virginia Beach City ,Centerville Elementary,Mathematics,70.00%,880,0,Exact Location
2011-2012,Washington County ,Damascus Middle,Mathematics,58.37%,1700,0,Exact Location
2011-2012,Williamsburg-James City County ,Clara Byrd Baker Elementary,Mathematics,81.72%,1050,0,Exact Location
2011-2012,Winchester City ,John Handley High,Mathematics,54.79%,360,0,Exact Location
2011-2012,Fairfax County ,Herndon Middle,Mathematics,65.69%,540,0,Exact Location
2011-2012,Fairfax County ,Herndon High,Mathematics,60.93%,540,0,Exact Location
2011-2012,Franklin County ,Benjamin Franklin Middle-East,Mathematics,83.25%,720,0,Exact Location
2011-2012,Galax City ,Galax Middle,Mathematics,54.72%,30,0,Exact Location
2011-2012,Franklin County ,Benjamin Franklin Middle-West,Mathematics,74.77%,720,0,Exact Location
2011-2012,Galax City ,Galax High,Mathematics,58.00%,30,0,Exact Location
2011-2012,Loudoun County ,Dominion High,Mathematics,64.89%,220,0,Exact Location
2011-2012,Manassas Park City ,Manassas Park Middle,Mathematics,76.62%,500,0,Exact Location
2011-2012,Frederick County ,James Wood High,Mathematics,50.36%,800,0,Exact Location
2011-2012,Greene County ,Ruckersville Elementary,Mathematics,61.77%,50,0,Exact Location
2011-2012,Halifax County ,South Boston Elementary,Mathematics,62.46%,50,0,Exact Location
2011-2012,Hampton City ,Francis Asbury Elementary,Mathematics,88.46%,440,0,Exact Location
2011-2012,Hanover County ,Rural Point Elementary,Mathematics,78.91%,50,0,Exact Location
2011-2012,Harrisonburg City ,Waterman Elementary,Mathematics,70.73%,1010,0,Exact Location
2011-2012,Loudoun County ,Seneca Ridge Middle,Mathematics,69.46%,50,0,Exact Location
2011-2012,Manassas Park City ,Manassas Park High,Mathematics,46.24%,500,0,Exact Location
2011-2012,Montgomery County ,Eastern Montgomery Elementary,Mathematics,58.01%,106,0,Exact Location
2011-2012,Norfolk City ,William H. Ruffner Middle,Mathematics,42.01%,1010,0,Exact Location
2011-2012,Pittsylvania County ,John L. Hurt Elementary,Mathematics,51.79%,360,0,Exact Location
2011-2012,Prince William County ,Minnieville Elementary,Mathematics,72.92%,500,0,Exact Location
2011-2012,Richmond City ,Albert Hill Middle,Mathematics,55.23%,701,0,Exact Location
2011-2012,Shenandoah County ,Peter Muhlenberg Middle,Mathematics,75.37%,70,0,Exact Location
2011-2012,Spotsylvania County ,Lee Hill Elementary,Mathematics,64.69%,970,0,Exact Location
2011-2012,Stafford County ,North Stafford High,Mathematics,52.43%,760,0,Exact Location
2011-2012,Staunton City ,Robert E. Lee High,Mathematics,52.91%,50,0,Exact Location
2011-2012,Surry County ,Luther P. Jackson Middle,Mathematics,67.83%,9997,0,Exact Location
2011-2012,Virginia Beach City ,Frank W. Cox High,Mathematics,55.68%,30,0,Exact Location
2011-2012,York County ,York High,Mathematics,42.09%,30,0,Exact Location
2011-2012,Spotsylvania County ,Courtland Elementary,Mathematics,79.27%,1190,0,Exact Location
2011-2012,Powhatan County ,Flat Rock Elementary,Mathematics,63.42%,610,0,Exact Location
2011-2012,Fairfax County ,Fairfax High,Mathematics,67.19%,106,0,Exact Location
2011-2012,Fauquier County ,Mary Walter Elementary,Mathematics,62.39%,500,0,Exact Location
2011-2012,Franklin City ,Franklin High,Mathematics,22.86%,30,0,Exact Location
2011-2012,Franklin County ,Dudley Elementary,Mathematics,75.00%,2010,0,Exact Location
2011-2012,Frederick County ,Bass-Hoover Elementary,Mathematics,58.94%,550,0,Exact Location
2011-2012,Greene County ,Nathanael Greene Elementary,Mathematics,51.97%,500,0,Exact Location
2011-2012,Halifax County ,Cluster Springs Elementary,Mathematics,74.92%,1870,0,Exact Location
2011-2012,Hanover County ,Beaverdam Elementary,Mathematics,68.18%,550,0,Exact Location
2011-2012,Henrico County ,Glen Allen Elementary,Mathematics,84.77%,30,0,Exact Location
2011-2012,Henry County ,Magna Vista High,Mathematics,43.54%,730,0,Exact Location
2011-2012,Loudoun County ,J. Lupton Simpson Middle,Mathematics,64.95%,800,0,Exact Location
2011-2012,Manassas City ,Richard C. Haydon Elementary,Mathematics,53.23%,50,0,Exact Location
2011-2012,Nelson County ,Tye River Elementary,Mathematics,59.06%,871,0,Exact Location
2011-2012,Norfolk City ,Blair Middle,Mathematics,53.31%,720,0,Exact Location
2011-2012,Prince Edward County ,Prince Edward Middle,Mathematics,62.47%,70,0,Exact Location
2011-2012,Prince George County ,Prince George High,Mathematics,50.06%,70,0,Exact Location
2011-2012,Prince William County ,Sudley Elementary,Mathematics,65.44%,871,0,Exact Location
2011-2012,Pulaski County ,Critzer Elementary,Mathematics,71.13%,870,0,Exact Location
2011-2012,Richmond City ,Thomas Jefferson High,Mathematics,40.38%,871,0,Exact Location
2011-2012,Richmond County ,Richmond County Elementary,Mathematics,70.23%,50,0,Exact Location
2011-2012,Roanoke City ,Crystal Spring Elementary,Mathematics,90.23%,2020,0,Exact Location
2011-2012,Rockingham County ,Spotswood High,Mathematics,68.07%,8888,0,Exact Location
2011-2012,Scott County ,Rye Cove Intermediate,Mathematics,69.40%,50,0,Exact Location
2011-2012,Shenandoah County ,W.W. Robinson Elementary,Mathematics,60.82%,1010,0,Exact Location
2011-2012,Southampton County ,Meherrin Elementary,Mathematics,72.73%,500,0,Exact Location
2011-2012,Spotsylvania County ,Courtland High,Mathematics,47.68%,1190,0,Exact Location
2011-2012,Stafford County ,Stafford Senior High,Mathematics,54.33%,871,0,Exact Location
2011-2012,Surry County ,Surry Elementary,Mathematics,58.62%,871,0,Exact Location
2011-2012,Warren County ,Leslie Fox Keyser Elementary,Mathematics,77.74%,970,0,Exact Location
2011-2012,Washington County ,Meadowview Elementary,Mathematics,53.51%,500,0,Exact Location
2011-2012,Wise County ,Appalachia Elementary,Mathematics,80.28%,1360,0,Exact Location
2011-2012,York County ,Bruton High,Mathematics,34.14%,1790,0,Exact Location
2011-2012,Powhatan County ,Powhatan Elementary,Mathematics,64.77%,70,0,Exact Location
2011-2012,Harrisonburg City ,Harrisonburg High,Mathematics,52.31%,10,0,Exact Location
2011-2012,Grayson County ,Independence Middle,Mathematics,86.52%,740,0,Exact Location
2011-2012,Powhatan County ,Powhatan High,Mathematics,59.13%,70,0,Exact Location
2011-2012,Virginia Beach City ,Independence Middle,Mathematics,63.49%,740,0,Exact Location
2011-2012,Fauquier County ,Marshall Middle,Mathematics,73.92%,500,0,Exact Location
2011-2012,Franklin City ,S.P. Morton Elementary,Mathematics,40.93%,50,0,Exact Location
2011-2012,Frederick County ,Apple Pie Ridge Elementary,Mathematics,61.15%,1360,0,Exact Location
