Address,CDS,RTYPE,STYPEleMiddle Schoolentary,SPED,SIZE,CHARTER,SNAME,DNAME,Table,CNAME,INCLUDE,VALID,API12B,ST_RANK,SIM_RANK,GR_TARG,API_TARG,AA_NUM,AA_SIG,AA_API,AA_GT,AA_TARG,AI_NUM,AI_SIG,AI_API,AI_GT,AI_TARG,AS_NUM,AS_SIG,AS_API,AS_GT,AS_TARG,FI_NUM,FI_SIG,FI_API,FI_GT,FI_TARG,HI_NUM,HI_SIG,HI_API,HI_GT,HI_TARG,PI_NUM,PI_SIG,PI_API,PI_GT,PI_TARG,WH_NUM,WH_SIG,WH_API,WH_GT,WH_TARG,MR_NUM,MR_SIG,MR_API,MR_GT,MR_TARG,SD_NUM,SD_SIG,SD_API,SD_GT,SD_TARG,EL_NUM,EL_SIG,EL_API,EL_GT,EL_TARG,DI_NUM,DI_SIG,DI_API,DI_GT,DI_TARG,PCT_AA,PCT_AI,PCT_AS,PCT_FI,PCT_HI,PCT_PI,PCT_WH,PCT_MR,MEALS,P_GATE,P_MIGED,P_EL,P_RFEP,P_DI,YR_RND,CBMOB,DMOB,ACS_K3,ACS_46,ACS_CORE,PCT_RESP,NOT_HSG,HSG,SOME_COL,COL_GRAD,GRAD_SCH,AVG_ED,FULL,EMER,PEN_2,PEN_35,PEN_6,PEN_78,PEN_91,ENROLL,PARENT_OPT,TESTED,SCI,VCST_E28,PCST_E28,VCST_E91,PCST_E91,CW_CSTE,VCST_M28,PCST_M28,VCST_M91,PCST_M91,CW_CSTM,VCST_S28,PCST_S28,VCST_S91,PCST_S91,CWS_91,VCST_H28,PCST_H28,VCST_H91,PCST_H91,CW_CSTH,VCHS_E91,PCHS_E91,CW_CHSE,VCHS_M91,PCHS_M91,CW_CHSM,TOT_28,TOT_91,CW_SCI,VCST_LS10,PCST_LS10,CWM2_28,VCSTM2_28,PCSTM2_28,CWM2_91,VCSTM2_91,PCSTM2_91,CWS2_91,VCSTS2_91,PCSTS2_91,IRG5
"Mt. Woodson Elementary, 17427 Archie Moore Road, Ramona, CA, 92065-6907",37683046107999,S,Elementary,,,,Mt. Woodson Elementary,Ramona City Unified,3,San Diego,1,353,879,8,9,A,A,1,No,,,,1,No,,,,7,No,,,,1,No,,,,151,Yes,804,A,A,0,No,,,,180,Yes,934,A,A,7,No,,,,155,Yes,805,A,A,130,Yes,794,5,799,55,No,786,,,0,0,2,0,43,0,51,2,42,0,4,32,5,13,No,98,98,22,32,N/A,85,17,13,23,30,17,3.18,,,17,63,20,0,0,363,0,362,180.9251248,353,169.440,0,0.000,57.3,352,112.640,0,0.000,38.1,67,13.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,295.48,0.00,4.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Kearny Digital Media & Design, 7651 Wellington Way, San Diego, CA, 92111",37683380107078,S,High School,,,,Kearny Digital Media & Design,San Diego Unified,3,San Diego,1,317,818,8,10,A,A,54,Yes,756,5,761,1,No,,,,36,No,869,,,15,No,919,,,142,Yes,791,5,796,1,No,,,,40,No,908,,,28,No,860,,,232,Yes,804,A,A,86,Yes,737,5,742,27,No,593,,,18,0,11,5,44,1,13,9,71,25,0,11,26,9,No,91,93,N/A,N/A,25,83,16,29,31,16,9,2.74,,,0,0,0,0,100,350,1,347,168.2984075,0,0.000,314,94.200,26.7,0,0.000,317,63.400,18.0,0,0.000,315,69.300,19.7,0,0.000,193,44.390,12.6,115,34.500,9.8,119,35.700,10.1,0.00,352.29,3.1,108,10.800,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"High Tech Middle Media Arts, 2230 Truxtun Road, Second Floor, San Diego, CA, 92106",37683380107573,S,Middle School,,,D,High Tech Middle Media Arts,San Diego Unified,3,San Diego,1,329,866,8,6,A,A,27,No,802,,,2,No,,,,6,No,,,,17,No,881,,,144,Yes,831,A,A,3,No,,,,104,Yes,902,A,A,26,No,921,,,137,Yes,816,A,A,34,No,770,,,38,No,717,,,8,1,2,5,44,1,32,8,40,0,0,2,12,12,No,98,99,N/A,27,N/A,66,5,6,24,26,39,3.88,,,0,0,33,67,0,336,1,335,183.2438223,329,157.920,0,0.000,51.4,327,104.640,0,0.000,34.1,111,22.200,0,0.000,0.0,111,22.200,0,0.000,7.2,0,0.000,0.0,0,0.000,0.0,306.96,0.00,7.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Magnolia Science Academy San Diego, 6365 Lake Atlin Avenue, San Diego, CA, 92119-3206",37683380109157,S,Middle School,,,D,Magnolia Science Academy San Diego,San Diego Unified,3,San Diego,1,295,867,8,6,A,A,21,No,778,,,0,No,,,,6,No,,,,5,No,,,,79,Yes,830,A,A,4,No,,,,155,Yes,891,A,A,25,No,875,,,90,Yes,833,A,A,20,No,752,,,26,No,675,,,7,0,2,2,27,2,52,8,30,0,0,5,7,9,No,97,98,N/A,21,25,89,1,9,37,31,22,3.64,,,0,0,29,71,0,305,1,304,183.0531492,295,141.600,0,0.000,51.4,295,94.400,0,0.000,34.3,99,19.800,0,0.000,0.0,99,19.800,0,0.000,7.2,0,0.000,0.0,0,0.000,0.0,275.60,0.00,7.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Albert Einstein Academy Charter Middle, 3035 Ash Street, San Diego, CA, 92102-1718",37683380111898,S,Middle School,,,D,Albert Einstein Academy Middle,San Diego Unified,3,San Diego,1,295,866,8,6,A,A,31,No,791,,,3,No,,,,6,No,,,,9,No,,,,123,Yes,817,A,A,2,No,,,,120,Yes,930,A,A,0,No,,,,113,Yes,805,A,A,27,No,731,,,26,No,660,,,10,1,2,3,42,1,40,0,37,0,0,9,13,9,No,99,100,N/A,28,30,91,4,12,29,31,24,3.58,,,0,0,34,66,0,298,0,298,183.5234513,295,141.600,0,0.000,51.5,295,94.400,0,0.000,34.4,97,19.400,0,0.000,0.0,97,19.400,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,274.80,0.00,7.1,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Urban Discovery Academy Charter, 2850 Sixth Avenue, San Diego, CA, 92103-6309",37683380118000,S,Elementary,,,D,Urban Discovery Academy Charter,San Diego Unified,3,San Diego,1,176,876,8,2,A,A,16,No,804,,,0,No,,,,1,No,,,,0,No,,,,59,Yes,857,A,A,0,No,,,,84,Yes,901,A,A,15,No,883,,,23,No,874,,,17,No,814,,,14,No,699,,,9,0,1,1,33,0,48,8,13,10,0,8,2,6,No,99,99,20,16,N/A,83,0,8,16,36,39,4.07,,,24,48,13,16,0,178,0,178,188.5893766,176,84.480,0,0.000,56.5,176,56.320,0,0.000,37.6,34,6.800,0,0.000,0.0,10,2.000,0,0.000,1.3,0,0.000,0.0,0,0.000,0.0,149.60,0.00,4.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Old Town Academy K-8 Charter, 2120 San Diego Avenue, San Diego, CA, 92110",37683380123778,S,Elementary,,,D,Old Town Academy K-8 Charter,San Diego Unified,3,San Diego,1,136,885,8,6,A,A,5,No,,,,0,No,,,,2,No,,,,0,No,,,,29,No,853,,,1,No,,,,95,Yes,900,A,A,1,No,,,,5,No,,,,5,No,,,,10,No,,,,3,0,1,1,22,1,70,1,6,29,0,3,0,8,No,86,94,27,23,N/A,91,0,5,16,45,34,4.08,,,17,52,14,16,0,161,1,158,185.4263951,136,65.280,0,0.000,57.0,135,43.200,0,0.000,37.7,27,5.400,0,0.000,0.0,3,0.600,0,0.000,0.5,0,0.000,0.0,0,0.000,0.0,114.48,0.00,4.7,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"San Diego SCPA, 2425 Dusk Drive, San Diego, CA, 92139-2412",37683383730371,S,High School,,,,San Diego SCPA,San Diego Unified,3,San Diego,1,1140,819,8,6,A,A,190,Yes,761,5,766,2,No,,,,38,No,885,,,250,Yes,878,A,A,422,Yes,766,5,771,13,No,824,,,184,Yes,888,A,A,41,No,909,,,605,Yes,775,5,780,201,Yes,697,5,702,113,Yes,594,10,604,17,0,3,22,37,1,16,4,53,39,0,5,21,10,No,100,100,N/A,30,28,90,5,16,31,36,13,3.37,,,0,0,16,34,50,1150,2,1145,176.5061611,571,274.080,569,170.700,38.6,570,182.400,560,112.000,25.6,193,38.600,569,125.180,10.9,193,38.600,359,82.570,10.5,185,55.500,4.8,184,55.200,4.8,533.68,618.45,4.9,173,17.300,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Henry High, 6702 Wandermere Drive, San Diego, CA, 92120-3250",37683383732781,S,High School,,,,Henry High,San Diego Unified,3,San Diego,1,1837,814,8,3,A,A,142,Yes,746,5,751,10,No,,,,221,Yes,876,A,A,22,No,867,,,587,Yes,752,5,757,15,No,791,,,777,Yes,852,A,A,59,No,858,,,706,Yes,760,5,765,302,Yes,679,6,685,189,Yes,619,9,628,8,1,12,1,32,1,42,3,38,40,0,5,22,9,No,98,99,N/A,N/A,32,84,8,14,24,31,23,3.46,,,0,0,0,0,100,1896,1,1878,178.7383384,0,0.000,1837,551.100,26.9,0,0.000,1826,365.200,17.8,0,0.000,1813,398.860,19.5,0,0.000,1190,273.700,13.4,657,197.100,9.6,662,198.600,9.7,0.00,2048.56,3.0,622,62.200,0.0,0,0.000,0.1,11,1.100,0.0,14,0.700,
"Point Loma High, 2335 Chatsworth Boulevard, San Diego, CA, 92106-1646",37683383735750,S,High School,,,,Point Loma High,San Diego Unified,3,San Diego,1,1364,811,8,5,A,A,87,No,736,,,10,No,,,,27,No,846,,,16,No,830,,,523,Yes,746,5,751,7,No,,,,682,Yes,868,A,A,12,No,860,,,579,Yes,748,5,753,266,Yes,661,7,668,131,Yes,608,10,618,7,1,2,1,38,0,50,1,41,35,0,8,17,10,No,97,97,N/A,N/A,29,92,9,15,27,27,23,3.39,,,0,0,0,0,100,1428,2,1413,176.9370807,0,0.000,1361,408.300,27.4,0,0.000,1317,263.400,17.7,0,0.000,1272,279.840,18.8,0,0.000,885,203.550,13.7,472,141.600,9.5,476,142.800,9.6,0.00,1491.09,2.9,433,43.300,0.0,0,0.000,0.3,46,4.600,0.2,74,3.700,
"Barnard Elementary, 2930 Barnard Street, San Diego, CA, 92110-5733",37683386039184,S,Elementary,,,,Barnard Elementary,San Diego Unified,3,San Diego,1,158,886,8,9,A,A,27,No,815,,,0,No,,,,11,No,977,,,5,No,,,,60,Yes,859,A,A,2,No,,,,40,No,938,,,13,No,925,,,93,Yes,849,A,A,54,Yes,884,A,A,16,No,719,,,17,0,7,4,38,1,25,8,61,31,0,17,16,11,No,94,95,22,31,N/A,91,6,21,26,32,15,3.28,,,21,66,12,0,0,170,2,168,180.9825871,158,75.840,0,0.000,57.6,157,50.240,0,0.000,38.2,28,5.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,131.68,0.00,4.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Bay Park Elementary, 2433 Denver Street, San Diego, CA, 92110-3338",37683386039200,S,Elementary,,,,Bay Park Elementary,San Diego Unified,3,San Diego,1,281,871,8,3,A,A,13,No,785,,,0,No,,,,11,No,853,,,4,No,,,,80,Yes,809,A,A,2,No,,,,149,Yes,913,A,A,22,No,902,,,104,Yes,800,A,A,40,No,769,,,34,No,731,,,5,0,4,2,30,1,51,9,38,20,0,13,1,12,No,94,94,22,33,N/A,92,3,11,26,40,21,3.66,,,23,77,0,0,0,303,3,300,185.7527759,281,134.880,0,0.000,56.1,281,89.920,0,0.000,37.4,78,15.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,240.40,0.00,6.5,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Birney Elementary, 4345 Campus Avenue, San Diego, CA, 92103-2406",37683386039259,S,Elementary,,,,Birney Elementary,San Diego Unified,3,San Diego,1,290,877,8,9,A,A,39,No,865,,,0,No,,,,10,No,,,,9,No,,,,132,Yes,832,A,A,1,No,,,,74,Yes,946,A,A,25,No,928,,,179,Yes,834,A,A,111,Yes,826,A,A,37,No,797,,,14,0,3,3,45,0,25,8,62,31,0,28,10,11,No,95,96,24,33,N/A,91,8,22,29,29,13,3.17,,,30,70,0,0,0,305,0,305,181.4651728,290,139.200,0,0.000,57.3,289,92.480,0,0.000,38.1,56,11.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,242.88,0.00,4.6,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Chesterton Elementary, 7335 Wheatley Street, San Diego, CA, 92111-5824",37683386039374,S,Elementary,,,,Chesterton Elementary,San Diego Unified,3,San Diego,1,304,874,8,7,A,A,31,No,831,,,3,No,,,,79,Yes,924,A,A,9,No,,,,81,Yes,824,A,A,0,No,,,,78,Yes,881,A,A,23,No,922,,,185,Yes,872,A,A,110,Yes,885,A,A,41,No,690,,,10,2,25,3,27,0,26,8,61,36,0,22,13,13,No,96,96,24,31,N/A,97,5,23,36,27,9,3.11,,,31,69,0,0,0,319,0,319,183.4998943,304,145.920,0,0.000,56.8,304,97.280,0,0.000,37.9,68,13.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,256.80,0.00,5.3,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Crown Point Elementary, 4033 Ingraham Street, San Diego, CA, 92109-5946",37683386039424,S,Elementary,,,,Crown Point Elementary,San Diego Unified,3,San Diego,1,137,872,8,8,A,A,5,No,,,,1,No,,,,4,No,,,,2,No,,,,82,Yes,837,A,A,1,No,,,,34,No,926,,,8,No,,,,103,Yes,858,A,A,50,Yes,821,A,A,18,No,721,,,3,1,5,1,59,1,24,7,75,31,0,24,12,10,No,94,97,22,32,N/A,91,13,16,28,28,15,3.16,,,30,70,0,0,0,148,0,148,181.4354968,137,65.760,0,0.000,57.1,137,43.840,0,0.000,38.1,28,5.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,115.20,0.00,4.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Longfellow K-8, 5055 July Street, San Diego, CA, 92110-1114",37683386039911,S,Elementary,,,,Longfellow K-8,San Diego Unified,3,San Diego,1,452,868,8,2,A,A,93,Yes,809,A,A,2,No,,,,2,No,,,,2,No,,,,208,Yes,862,A,A,1,No,,,,121,Yes,927,A,A,23,No,843,,,230,Yes,833,A,A,21,No,799,,,30,No,785,,,21,0,0,0,46,0,27,5,51,40,0,3,2,6,No,100,100,24,24,22,96,1,9,27,34,28,3.80,,,20,54,8,19,0,454,0,454,187.4387696,452,216.960,0,0.000,55.9,452,144.640,0,0.000,37.3,101,20.200,0,0.000,0.0,32,6.400,0,0.000,1.6,0,0.000,0.0,0,0.000,0.0,388.20,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"McKinley Elementary, 3045 Felton Street, San Diego, CA, 92104-5218",37683386039978,S,Elementary,,,,McKinley Elementary,San Diego Unified,3,San Diego,1,243,875,8,4,A,A,17,No,802,,,0,No,,,,14,No,941,,,3,No,,,,134,Yes,839,A,A,1,No,,,,73,Yes,950,A,A,1,No,,,,128,Yes,819,A,A,74,Yes,808,A,A,35,No,751,,,7,0,6,1,55,0,30,0,53,37,0,18,13,12,No,99,100,22,26,N/A,96,11,18,23,27,21,3.28,,,26,74,0,0,0,246,0,246,185.9816786,243,116.640,0,0.000,56.9,243,77.760,0,0.000,37.9,53,10.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,205.00,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Spreckels Elementary, 6033 Stadium Street, San Diego, CA, 92122-3399",37683386040174,S,Elementary,,,,Spreckels Elementary,San Diego Unified,3,San Diego,1,538,882,8,1,A,A,11,No,791,,,1,No,,,,41,No,975,,,9,No,,,,225,Yes,800,A,A,0,No,,,,225,Yes,943,A,A,26,No,964,,,219,Yes,793,5,798,187,Yes,804,A,A,46,No,736,,,2,0,8,2,42,0,42,5,40,33,0,21,14,8,No,100,100,24,34,N/A,88,4,14,19,28,34,3.73,,,22,78,0,0,0,540,0,540,189.4933014,538,258.240,0,0.000,56.3,538,172.160,0,0.000,37.5,142,28.400,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,458.80,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"King-Chavez Primary Academy, 415 31st Street, San Diego, CA, 92102-4236",37683386040190,S,Elementary,,,D,King-Chavez Primary Academy,San Diego Unified,3,San Diego,1,105,883,8,10,A,A,7,No,,,,0,No,,,,1,No,,,,0,No,,,,95,Yes,881,A,A,0,No,,,,1,No,,,,1,No,,,,105,Yes,883,A,A,88,Yes,882,A,A,5,No,,,,6,0,1,0,91,0,1,1,100,0,0,85,0,4,No,93,95,20,N/A,N/A,62,29,40,26,5,0,2.08,,,100,0,0,0,0,117,3,114,170.4625473,104,49.920,0,0.000,59.8,105,33.600,0,0.000,40.2,0,0.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,83.52,0.00,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Toler Elementary, 3350 Baker Street, San Diego, CA, 92117-6017",37683386040224,S,Elementary,,,,Toler Elementary,San Diego Unified,3,San Diego,1,157,878,8,8,A,A,3,No,,,,2,No,,,,7,No,,,,0,No,,,,85,Yes,838,A,A,0,No,,,,55,Yes,921,A,A,5,No,,,,94,Yes,860,A,A,68,Yes,843,A,A,14,No,790,,,3,1,4,0,55,0,34,3,62,41,0,38,6,7,No,92,96,21,29,N/A,86,5,27,22,27,19,3.27,,,22,78,0,0,0,175,0,175,182.6595212,157,75.360,0,0.000,56.2,157,50.240,0,0.000,37.4,43,8.600,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,134.20,0.00,6.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Dana, 1775 Chatsworth Boulevard, San Diego, CA, 92106",37683386059604,S,Elementary,,,,Dana,San Diego Unified,3,San Diego,1,733,872,8,3,A,A,30,No,829,,,2,No,,,,11,No,893,,,18,No,859,,,237,Yes,811,A,A,3,No,,,,393,Yes,908,A,A,38,No,904,,,286,Yes,815,A,A,128,Yes,752,5,757,79,No,726,,,4,0,1,2,33,0,53,5,39,49,0,8,9,9,No,96,96,N/A,30,N/A,95,5,11,25,31,28,3.68,,,0,54,46,0,0,769,0,769,186.5581498,733,351.840,0,0.000,52.8,733,234.560,0,0.000,35.2,401,80.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,666.60,0.00,12.0,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Pershing Middle, 8204 San Carlos Drive, San Diego, CA, 92119-2636",37683386061972,S,Middle School,,,,Pershing Middle,San Diego Unified,3,San Diego,1,777,869,8,5,A,A,71,No,829,,,3,No,,,,46,No,934,,,8,No,,,,248,Yes,815,A,A,7,No,,,,350,Yes,910,A,A,44,No,874,,,323,Yes,824,A,A,127,Yes,758,5,763,101,No,663,,,9,0,6,1,32,1,45,6,43,36,0,5,14,13,No,97,98,N/A,30,32,93,5,14,25,33,22,3.54,,,0,0,31,69,0,802,0,802,184.3577162,776,372.480,0,0.000,51.2,777,248.640,0,0.000,34.2,268,53.600,0,0.000,0.0,265,53.000,0,0.000,7.3,0,0.000,0.0,0,0.000,0.0,727.72,0.00,7.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Mason Elementary, 10340 San Ramon Drive, San Diego, CA, 92126-3235",37683386071914,S,Elementary,,,,Mason Elementary,San Diego Unified,3,San Diego,1,477,870,8,6,A,A,37,No,872,,,2,No,,,,71,No,908,,,117,Yes,895,A,A,130,Yes,798,2,800,9,No,,,,77,Yes,900,A,A,34,No,893,,,268,Yes,843,A,A,201,Yes,846,A,A,35,No,729,,,8,0,15,24,27,2,16,8,56,35,0,27,15,7,No,94,96,23,33,N/A,91,3,16,36,34,11,3.34,,,25,75,0,0,0,516,1,515,183.8836601,477,228.960,0,0.000,56.3,477,152.640,0,0.000,37.5,126,25.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,406.80,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Hickman Elementary, 10850 Montongo Street, San Diego, CA, 92126-2629",37683386089023,S,Elementary,,,,Hickman Elementary,San Diego Unified,3,San Diego,1,409,887,8,5,A,A,30,No,798,,,1,No,,,,98,Yes,925,A,A,86,Yes,905,A,A,82,Yes,860,A,A,1,No,,,,71,Yes,878,A,A,40,No,896,,,196,Yes,853,A,A,170,Yes,892,A,A,33,No,717,,,8,0,24,22,20,0,16,9,47,36,0,31,10,7,No,95,96,24,34,N/A,91,4,17,28,37,15,3.42,,,26,74,0,0,0,439,1,436,186.2163943,409,196.320,0,0.000,56.9,409,130.880,0,0.000,37.9,90,18.000,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,345.20,0.00,5.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Wangenheim Middle, 9230 Gold Coast Drive, San Diego, CA, 92126-3799",37683386097844,S,Middle School,,,,Wangenheim Middle,San Diego Unified,3,San Diego,1,933,865,8,9,A,A,63,No,832,,,0,No,,,,157,Yes,909,A,A,257,Yes,873,A,A,222,Yes,825,A,A,12,No,869,,,142,Yes,870,A,A,78,No,884,,,483,Yes,832,A,A,277,Yes,787,5,792,115,Yes,727,5,732,7,0,17,28,24,1,15,8,52,28,0,11,26,12,No,96,96,N/A,25,25,90,3,18,34,32,12,3.31,,,0,0,31,69,0,980,0,980,180.0706667,933,447.840,0,0.000,50.8,932,298.240,0,0.000,33.8,343,68.600,0,0.000,0.0,336,67.200,0,0.000,7.6,0,0.000,0.0,0,0.000,0.0,881.88,0.00,7.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,Y
"De Portola Middle, 11010 Clairemont Mesa Boulevard, San Diego, CA, 92124-1507",37683386106181,S,Middle School,,,,De Portola Middle,San Diego Unified,3,San Diego,1,922,871,8,6,A,A,74,No,801,,,6,No,,,,80,No,950,,,37,No,950,,,297,Yes,796,4,800,8,No,,,,380,Yes,913,A,A,40,No,940,,,392,Yes,806,A,A,178,Yes,758,5,763,127,Yes,652,7,659,8,1,8,4,32,1,41,5,43,38,0,9,11,13,No,97,97,N/A,29,30,90,6,13,28,32,21,3.50,,,0,0,34,66,0,951,1,949,184.1605251,922,442.560,0,0.000,51.5,920,294.400,0,0.000,34.2,309,61.800,0,0.000,0.0,306,61.200,0,0.000,7.1,0,0.000,0.0,0,0.000,0.0,859.96,0.00,7.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Explorer Elementary, 2230 Truxtun Road, First Floor, San Diego, CA, 92106-6128",37683386117683,S,Elementary,,,D,Explorer Elementary,San Diego Unified,3,San Diego,1,223,867,8,1,A,A,8,No,,,,0,No,,,,15,No,936,,,11,No,848,,,61,Yes,796,4,800,3,No,,,,117,Yes,898,A,A,7,No,,,,33,No,744,,,26,No,682,,,19,No,640,,,3,0,7,5,27,1,53,3,15,0,0,9,3,9,No,100,100,22,24,N/A,85,2,14,6,65,13,3.74,,,29,71,0,0,0,230,5,224,188.3444362,223,107.040,0,0.000,57.2,222,71.040,0,0.000,37.9,46,9.200,0,0.000,0.0,0,0.000,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,187.28,0.00,4.9,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"San Pasqual Union Elementary, 15305 Rockwood Road, Escondido, CA, 92027-6700",37683536040331,S,Elementary,,,,San Pasqual Union Elementary,San Pasqual Union Elementary,3,San Diego,1,418,863,8,2,A,A,8,No,,,,1,No,,,,12,No,878,,,8,No,,,,96,Yes,732,5,737,2,No,,,,275,Yes,906,A,A,16,No,849,,,75,Yes,709,5,714,82,Yes,719,5,724,35,No,605,,,2,0,3,2,23,0,65,4,20,13,0,10,10,8,No,95,95,21,28,N/A,96,6,4,15,38,37,3.96,,,15,41,14,31,0,439,0,439,186.2280322,418,200.640,0,0.000,54.0,418,133.760,0,0.000,36.0,126,25.200,0,0.000,0.0,60,12.000,0,0.000,3.2,0,0.000,0.0,0,0.000,0.0,371.60,0.00,6.8,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Chet F. Harritt Elementary, 8120 Arlette Street, Santee, CA, 92071-3513",37683616040364,S,Elementary,,,,Chet F. Harritt Elementary,Santee Elementary,3,San Diego,1,405,871,8,8,A,A,9,No,,,,7,No,,,,6,No,,,,9,No,,,,131,Yes,853,A,A,1,No,,,,204,Yes,876,A,A,34,No,884,,,182,Yes,844,A,A,53,No,826,,,52,No,788,,,2,2,1,2,32,0,50,9,44,5,0,7,6,9,No,96,97,24,32,29,100,3,19,41,27,10,3.20,,,14,45,13,29,0,422,0,422,180.9363750,405,194.400,0,0.000,54.3,405,129.600,0,0.000,36.2,111,22.200,0,0.000,0.0,58,11.600,0,0.000,3.2,0,0.000,0.0,0,0.000,0.0,357.80,0.00,6.2,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Carlton Oaks Elementary, 9353 Wethersfield Road, Santee, CA, 92071-2354",37683616068159,S,Elementary,,,,Carlton Oaks Elementary,Santee Elementary,3,San Diego,1,676,880,8,6,A,A,5,No,,,,7,No,,,,22,No,926,,,10,No,,,,116,Yes,830,A,A,1,No,,,,428,Yes,883,A,A,72,No,912,,,163,Yes,808,A,A,38,No,882,,,101,No,685,,,1,1,3,1,18,0,63,11,24,26,0,2,4,14,No,96,98,23,32,28,98,2,20,31,34,14,3.37,,,12,41,15,32,0,705,0,705,184.6789165,676,324.480,0,0.000,53.2,675,216.000,0,0.000,35.4,225,45.000,0,0.000,0.0,120,24.000,0,0.000,3.9,0,0.000,0.0,0,0.000,0.0,609.48,0.00,7.4,0,0.000,0.0,0,0.000,0.0,0,0.000,0.0,0,0.000,
"Otay Ranch Senior High, 1250 Olympic Parkway, Chula Vista, CA, 91913",37684113731627,S,High School,,,,Otay Ranch Senior High,Sweetwater Union High,3,San Diego,1,1881,830,8,8,A,A,95,No,770,,,9,No,,,,77,No,930,,,381,Yes,895,A,A,1105,Yes,796,4,800,15,No,841,,,196,Yes,874,A,A,1,No,,,,545,Yes,790,5,795,647,Yes,779,5,784,178,Yes,641,8,649,5,1,4,20,59,1,10,0,28,24,0,12,28,9,No,95,98,N/A,N/A,29,89,5,15,25,37,19,3.50,,,0,0,0,0,100,1986,0,1977,175.9141837,0,0.000,1879,563.700,27.7,0,0.000,1792,358.400,17.6,0,0.000,1390,305.800,15.0,0,0.000,1435,330.050,16.2,654,196.200,9.6,643,192.900,9.5,0.00,2033.85,3.1,626,62.600,0.0,0,0.000,0.4,89,8.900,0.8,306,15.300,
