School Year,System Id,System Name,School Id,School Name,Grade Configuration,Grade Cluster,Achievement Points,Progress Points,Achievement Gap Points,ETB Points,EL/ED/SWD Performance Points,Challenge Points,CCRPI Score
2012,644,DeKalb County,2060,Knollwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,40.6,8.1,6.8,1,0,1,56.5
2012,721,Richmond County,2054,Glenn Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,42.8,6.6,6,0.5,0.6,1.1,56.5
2012,733,Taylor County,0201,Taylor County High School,"09, 10, 11, 12",H,39.8,8.8,6.6,0,1.3,1.3,56.5
2012,7830103,CCAT,ALL,All Schools,"06, 07, 08, 09, 10, 11, 12",H,37.5,10.5,NA,0,,0,56.5
2012,7830103,CCAT,0103,CCAT School,"06, 07, 08, 09, 10, 11, 12",H,37.5,10.5,NA,0,,0,56.5
2012,604,Baker County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,36.8,9.3,10.5,0,0,0,56.6
2012,627,Chattooga County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,40.5,8.7,6.6,0,0.8,0.8,56.6
2012,644,DeKalb County,0305,Oakview Elementary,"PK, KK, 01, 02, 03, 04, 05",E,41.3,7.6,6.8,1,0,1,56.7
2012,625,Chatham County,5062,Mercer Middle School,"06, 07, 08",M,43.7,7.3,5.3,0.5,0,0.5,56.8
2012,660,Fulton County,1110,Langston Hughes High School,"09, 10, 11, 12",H,40.5,8.3,6.6,0,1.4,1.4,56.8
2012,743,Twiggs County,0107,Jeffersonville Elementary,"PK, KK, 01, 02, 03, 04",E,41.6,8.9,5.3,1,0,1,56.8
2012,644,DeKalb County,4067,Snapfinger Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.3,9.3,3.8,0.5,0,0.5,56.9
2012,718,Quitman County,0110,Quitman County High School,"09, 10, 11, 12",H,39.5,7.8,NA,0,1.3,1.3,56.9
2012,718,Quitman County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,39.5,7.8,NA,0,1.3,1.3,56.9
2012,669,Hall County,1058,White Sulphur Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.2,6.8,3.8,1,1.2,2.2,57
2012,604,Baker County,0105,Baker County K12 School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,36.8,9.3,10.5,0.5,0,0.5,57.1
2012,644,DeKalb County,4053,Clarkston High School,"09, 10, 11, 12",H,37.3,10.5,7.5,0,1.8,1.8,57.1
2012,761,Atlanta Public Schools,0124,Intown Charter Academy,"KK, 01, 02, 03, 04, 05, 06, 07",E,39.9,8.9,8.3,0,0,0,57.1
2012,721,Richmond County,0197,Glenn Hills Middle School,"06, 07, 08",M,40.2,8.7,8.3,0,0,0,57.2
2012,647,Dougherty County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,39.2,7.9,10.3,0,0,0,57.4
2012,761,Atlanta Public Schools,0305,Burgess-Peterson Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,42.2,7.7,7.5,0,0,0,57.4
2012,633,Cobb County,0111,Imagine International Academy of Mableton,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,42.7,8.6,5.3,0,1,1,57.6
2012,706,Muscogee County,4058,Lonnie Jackson Academy,"PK, KK, 01, 02, 03, 04, 05",E,42.7,7.9,6,1,0,1,57.6
2012,721,Richmond County,3062,Sego Middle School,"06, 07, 08",M,40.4,8.2,9,0,0,0,57.6
2012,611,Bibb County,4052,Barden Elementary School,"KK, 01, 02, 03, 04, 05",E,44,8.7,4.5,0.5,0,0.5,57.7
2012,631,Clayton County,0377,Riverdale High School,"09, 10, 11, 12",H,38.6,9.3,9.4,0,0.4,0.4,57.7
2012,721,Richmond County,4050,Blythe Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.2,6.2,6.8,0.5,0,0.5,57.7
2012,774,Dublin City,0312,Susie Dasher Elementary,"PK, KK, 01, 02, 03, 04, 05",E,44.8,6.4,6,0.5,0,0.5,57.7
2012,625,Chatham County,0201,DeRenne Middle School,"06, 07, 08",M,42.3,7.7,6.8,1,0,1,57.8
2012,648,Douglas County,0175,Lithia Springs Comprehensive High School,"09, 10, 11, 12",H,40.3,8.2,8.4,0.5,0.4,0.9,57.8
2012,666,Greene County,0201,Union Point Elementary,"KK, 01, 02, 03, 04, 05",E,44.9,8.1,3.8,1,0,1,57.8
2012,667,Gwinnett County,0187,Meadowcreek High School,"09, 10, 11, 12",H,40.5,7.9,9.4,0,0,0,57.8
2012,720,Randolph County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,36.6,9,12.2,0,0,0,57.8
2012,761,Atlanta Public Schools,0373,King Middle School,"06, 07, 08",M,39.2,9.1,9,0.5,0,0.5,57.8
2012,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,46.2,6.3,5.3,0,0,0,57.8
2012,720,Randolph County,0201,Randolph Clay High School,"09, 10, 11, 12",H,36.7,9,12.2,0,0,0,57.9
2012,761,Atlanta Public Schools,5066,D. H. Stanton Elementary School,"KK, 01, 02, 03, 04, 05",E,36.7,8.7,12,0.5,0,0.5,57.9
2012,7820312,State Charter Schools- Heritage Preparatory Academy School,0312,Heritage Preparatory Academy School,6,M,41.2,6.1,7.5,0,3.1,3.1,57.9
2012,7820312,State Charter Schools- Heritage Preparatory Academy School,ALL,All Schools,6,M,41.2,6.1,7.5,0,3.1,3.1,57.9
2012,631,Clayton County,1054,Forest Park High School,"09, 10, 11, 12",H,38.2,8.5,11.3,0,0,0,58
2012,721,Richmond County,0101,Craig-Houghton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,36.5,10.6,9,0,1.9,1.9,58
2012,644,DeKalb County,2054,Columbia High School,"09, 10, 11, 12",H,41.2,8.8,6.6,0.5,1,1.5,58.1
2012,663,Glynn County,4052,Burroughs-Molette Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43,7.1,7.5,0.5,0,0.5,58.1
2012,761,Atlanta Public Schools,2568,Venetian Hills Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,38.4,8.9,8.3,1.5,1,2.5,58.1
2012,761,Atlanta Public Schools,0180,Bunche Middle School,"06, 07, 08",M,43.2,7.5,6,0.5,0.9,1.4,58.1
2012,721,Richmond County,0301,Jenkins-White Elementary Charter School,"PK, KK, 01, 02, 03, 04, 05",E,39.7,9,9,0.5,0,0.5,58.2
2012,726,Spalding County,1050,Anne Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.6,9.4,8.3,1,0,1,58.3
2012,741,Troup County,0497,Whitesville Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.2,8.8,3.8,0.5,0,0.5,58.3
2012,761,Atlanta Public Schools,0105,Finch Elementary,"KK, 01, 02, 03, 04, 05",E,38.4,8.4,10.5,1,0,1,58.3
2012,776,Gainesville City,2550,Fair Street International Baccalaureate World School,"PK, KK, 01, 02, 03, 04, 05",E,42.6,9.7,4.5,1.5,0,1.5,58.3
2012,7820412,State Charter Schools- Georgia Connections Academy,0412,Georgia Connections Academy,"KK, 01, 02, 03, 04, 05, 06, 07, 08",E,46.2,6.3,5.3,0.5,0,0.5,58.3
2012,625,Chatham County,0101,Johnson High School,"09, 10, 11, 12",H,41.1,9,8.4,0,0,0,58.5
2012,761,Atlanta Public Schools,3057,Continental Colony Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.9,8.2,7.5,1,1.9,2.9,58.5
2012,761,Atlanta Public Schools,0103,Heritage Academy Elementary,"PK, KK, 01, 02, 03, 04, 05",E,39.4,8.8,9.8,0.5,0,0.5,58.5
2012,720,Randolph County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,43.1,9.5,6,0,0,0,58.6
2012,720,Randolph County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,45.2,7.4,6,0,0,0,58.6
2012,729,Sumter County,0188,Sumter County Elementary School,"03, 04, 05",E,41.5,8.4,7.5,0.5,0.7,1.2,58.6
2012,749,Warren County,0205,Warren County High School,"09, 10, 11, 12",H,39,8.8,7.5,0,3.3,3.3,58.6
2012,749,Warren County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,39,8.8,7.5,0,3.3,3.3,58.6
2012,785,Rome City,3052,Main Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",E,43.5,7.8,6.8,0.5,0,0.5,58.6
2012,635,Colquitt County,3050,Stringfellow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.3,7.6,6.8,1,0,1,58.7
2012,631,Clayton County,0104,Mundy's Mill High School,"09, 10, 11, 12",H,40.1,8.4,10.3,0,0,0,58.8
2012,729,Sumter County,0105,Americus Sumter County High South,"09, 10, 11, 12",H,42,8.6,7.5,0,0.7,0.7,58.8
2012,625,Chatham County,0511,Shuman Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45,7.4,6,0.5,0,0.5,58.9
2012,644,DeKalb County,5064,Redan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41.6,8,8.3,1,0,1,58.9
2012,644,DeKalb County,2068,Stone Mountain Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41.5,8.2,8.3,1,0,1,59
2012,644,DeKalb County,0375,Fairington Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41.8,8.4,8.3,0.5,0,0.5,59
2012,611,Bibb County,0186,Central High School,"09, 10, 11, 12",H,42.2,7.5,9.4,0,0,0,59.1
2012,720,Randolph County,0101,Randolph Clay Middle School,"06, 07, 08",M,45.2,7.4,6,0.5,0,0.5,59.1
2012,720,Randolph County,2050,Randolph County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.1,9.5,6,0.5,0,0.5,59.1
2012,761,Atlanta Public Schools,0104,Dobbs Elementary School ,"PK, KK, 01, 02, 03, 04, 05",E,42.1,8,7.5,0.5,1,1.5,59.1
2012,7820112,State Charter Schools- Scholars Academy Charter School,ALL,All Schools,"KK, 01, 02, 03, 04, 05",E,40.2,8.4,10.5,0,0,0,59.1
2012,7820112,State Charter Schools- Scholars Academy Charter School,0112,Scholars Academy Charter School,"KK, 01, 02, 03, 04, 05",E,40.2,8.4,10.5,0,0,0,59.1
2012,721,Richmond County,5054,Hains Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43,8.2,7.5,0.5,0,0.5,59.2
2012,751,Wayne County,1050,Jesup Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,42.4,8.1,8.3,0.5,0,0.5,59.3
2012,761,Atlanta Public Schools,5054,Capitol View Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.1,8.9,5.3,0,1,1,59.3
2012,631,Clayton County,0203,Harper Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.7,7.9,3.8,1,0,1,59.4
2012,633,Cobb County,0102,Riverside Intermediate School,"02, 03, 04, 05",E,41.8,10.1,7.5,0,0,0,59.4
2012,644,DeKalb County,1054,Columbia Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41,8.6,8.3,1.5,0,1.5,59.4
2012,761,Atlanta Public Schools,2050,Adamsville Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.7,8.2,9,0.5,2,2.5,59.4
2012,644,DeKalb County,3059,Jolly Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.9,8.1,6,0.5,0,0.5,59.5
2012,646,Dooly County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,44.2,7.8,7.5,0,0,0,59.5
2012,631,Clayton County,4050,Church Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.5,8.4,5.3,0.5,0,0.5,59.7
2012,644,DeKalb County,4068,Stoneview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.1,8.1,7.5,1,0,1,59.7
2012,694,Macon County,2060,Macon County High School,"09, 10, 11, 12",H,40.9,8.7,9.4,0,0.7,0.7,59.7
2012,694,Macon County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,40.9,8.7,9.4,0,0.7,0.7,59.7
2012,669,Hall County,2056,Oakwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.8,7,4.5,0,0.5,0.5,59.8
2012,761,Atlanta Public Schools,0117,Atlanta Preparatory Academy,"KK, 01, 02, 03, 04, 05, 06, 07",E,46.9,6.9,6,0,0,0,59.8
2012,629,Clarke County,0205,Gaines Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.5,8.4,6,0,1,1,59.9
2012,644,DeKalb County,0103,"Martin Luther King, Jr. High School ","09, 10, 11, 12",H,42,9.9,7.5,0.5,0,0.5,59.9
2012,644,DeKalb County,4064,Rainbow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.6,8.1,5.3,1,0.9,1.9,59.9
2012,735,Terrell County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,40.7,8.6,8.4,0,2.2,2.2,59.9
2012,644,DeKalb County,4059,Kelley Lake Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,42.2,10.3,6,1.5,0,1.5,60
2012,646,Dooly County,0104,Dooly County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.2,7.8,7.5,0.5,0,0.5,60
2012,647,Dougherty County,0299,Alice Coachman Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44,7.7,8.3,0,0,0,60
2012,721,Richmond County,0116,Lamar - Milledge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41.6,10.1,8.3,0,0,0,60
2012,644,DeKalb County,0188,Panola Way Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,38.3,9.3,12,0.5,0,0.5,60.1
2012,644,DeKalb County,4065,Rowland Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.4,9.5,7.5,0.5,3.2,3.7,60.1
2012,644,DeKalb County,5053,Clifton Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.6,7.7,5.3,0.5,0,0.5,60.1
2012,660,Fulton County,2550,Brookview Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.4,8.2,6,0.5,0,0.5,60.1
2012,660,Fulton County,0691,Tri-Cities High School,"09, 10, 11, 12",H,41.2,7,9.4,0,2.5,2.5,60.1
2012,761,Atlanta Public Schools,0112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc","09, 10, 11",H,38.7,9.2,12.2,0,0,0,60.1
2012,774,Dublin City,0212,Saxon Heights Elementary School,"KK, 01, 02, 03, 04, 05",E,45.7,7.1,6.8,0.5,0,0.5,60.1
2012,625,Chatham County,1052,Bartow Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.2,7.7,6.8,1.5,0,1.5,60.2
2012,631,Clayton County,5054,Huie Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.1,7.8,6.8,0.5,0,0.5,60.2
2012,761,Atlanta Public Schools,4066,Slater Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,41.4,7.8,9,2,0,2,60.2
2012,646,Dooly County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,40,9.8,10.5,0,0,0,60.3
2012,721,Richmond County,0115,W.S. Hornsby K-8 School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08",E,37.9,9.9,12,0.5,0,0.5,60.3
2012,761,Atlanta Public Schools,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,40.5,8.5,11.3,0,0,0,60.3
2012,761,Atlanta Public Schools,5056,Coan Middle School,"06, 07, 08",M,43.1,7.9,8.3,0,1,1,60.3
2012,755,Whitfield County,0211,Cedar Ridge Elementary,"PK, KK, 01, 02, 03, 04, 05",E,41.1,8.1,9,1,1.2,2.2,60.4
2012,706,Muscogee County,4056,Davis Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.9,9.4,8.3,1,2,3,60.6
2012,721,Richmond County,4054,Gracewood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.4,9.2,6,0,0,0,60.6
2012,735,Terrell County,0105,Terrell High School,"09, 10, 11, 12",H,40.9,8.6,8.4,0.5,2.2,2.7,60.6
2012,789,Thomasville City,3052,Scott Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,40.4,9.9,9.8,0.5,0,0.5,60.6
2012,660,Fulton County,0501,Hamilton E. Holmes Elementary,"PK, KK, 01, 02, 03, 04, 05",E,47.1,7.4,3.8,0.5,1.9,2.4,60.7
2012,7820108,Mountain Education Center,ALL,All Schools,"09, 10, 11, 12",H,36.6,10.3,13.8,0,0,0,60.7
2012,7820108,Mountain Education Center,0108,Mountain Education Center School,"09, 10, 11, 12",H,36.6,10.3,13.8,0,0,0,60.7
2012,627,Chattooga County,0106,Leroy Massey Elementary School,"03, 04, 05",E,44.7,7.8,8.3,0,0,0,60.8
2012,646,Dooly County,0204,Dooly County Middle School,"06, 07, 08",M,40,9.8,10.5,0.5,0,0.5,60.8
2012,625,Chatham County,1056,Gadsden Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.1,8.5,5.3,1,0,1,60.9
2012,648,Douglas County,0104,North Douglas Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,40.2,9.2,10.5,1,0,1,60.9
2012,667,Gwinnett County,0388,Gwinnett InterVention Education (GIVE) Center East,"06, 07, 08, 09, 10, 11, 12",M,42.6,NA,NA,0,,0,60.9
2012,7830410,Commission Charter Schools- Atlanta Heights Charter Commission School,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06",E,40.6,9.8,10.5,0,0,0,60.9
2012,7830410,Commission Charter Schools- Atlanta Heights Charter Commission School,0410,Atlanta Heights Charter Commission School,"KK, 01, 02, 03, 04, 05, 06",E,40.6,9.8,10.5,0,0,0,60.9
2012,611,Bibb County,0204,Rutland High School,"09, 10, 11, 12",H,43.8,8.8,8.4,0,0,0,61
2012,631,Clayton County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,39.9,8.9,12.2,0,0,0,61
2012,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,47.9,6.3,6.8,0,0,0,61
2012,633,Cobb County,3556,Compton Elementary School,"KK, 01, 02, 03, 04, 05",E,40,9.8,9,0.5,1.8,2.3,61.1
2012,633,Cobb County,0398,Sanders Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43.6,9,7.5,0.5,0.5,1,61.1
2012,721,Richmond County,0189,Jamestown Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,43,8.6,9,0.5,0,0.5,61.1
2012,761,Atlanta Public Schools,2062,Hope Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.1,8.5,6,0.5,0,0.5,61.1
2012,625,Chatham County,0210,The School of Liberal Studies at Savannah High,"09, 10, 11, 12",H,37.1,9.5,14.1,0.5,0,0.5,61.2
2012,648,Douglas County,0398,Burnett Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,40.4,9.5,8.3,0.5,2.5,3,61.2
2012,761,Atlanta Public Schools,0508,"Therrell School of Law, Government and Public Policy","09, 10, 11, 12",H,37.6,9.3,12.2,0,2.2,2.2,61.3
2012,625,Chatham County,0191,East Broad Street School,"PK, KK, 01, 02, 03, 04, 05, 06, 07",E,42.8,8.3,9.8,0.5,0,0.5,61.4
2012,644,DeKalb County,1059,Idlewood Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.2,8.9,6.8,0.5,0,0.5,61.4
2012,761,Atlanta Public Schools,0408,South Atlanta School of Computer Animation and Design,"09, 10, 11, 12",H,38.8,9.5,13.1,0,0,0,61.4
2012,758,Wilkinson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,41.7,7,12.2,0,0.6,0.6,61.5
2012,7820412,State Charter Schools- Georgia Connections Academy,0412,Georgia Connections Academy,"KK, 01, 02, 03, 04, 05, 06, 07, 08",M,47.9,6.3,6.8,0.5,0,0.5,61.5
2012,625,Chatham County,0109,Coastal Empire Montessori Charter School,"PK, KK, 01, 02, 03",E,43.1,NA,NA,0,,0,61.6
2012,631,Clayton County,0190,Lovejoy High School,"09, 10, 11, 12",H,42.2,9.1,10.3,0,0,0,61.6
2012,631,Clayton County,0200,Roberta T. Smith Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,48,8.6,4.5,0.5,0,0.5,61.6
2012,631,Clayton County,2060,Riverdale Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.6,8,6,1,0,1,61.6
2012,644,DeKalb County,0401,Mary McLeod Bethune Middle School,"06, 07, 08",M,47.4,9.1,4.5,0,0.6,0.6,61.6
2012,660,Fulton County,0186,Camp Creek Middle School,"06, 07, 08",M,46.8,8.3,6,0.5,0,0.5,61.6
2012,666,Greene County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,39.6,9.8,12.2,0,0,0,61.6
2012,706,Muscogee County,3066,Rigdon Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39.8,10.3,9,1.5,1,2.5,61.6
2012,706,Muscogee County,5058,Eddy Middle School,"06, 07, 08",M,41.6,8.7,11.3,0,0,0,61.6
2012,726,Spalding County,0106,Carver Road Middle School,"06, 07, 08",M,43.4,8.4,7.5,0,2.3,2.3,61.6
2012,761,Atlanta Public Schools,0604,Bazoline E. Usher/Collier Heights Elmentary School,"PK, KK, 01, 02, 03, 04, 05",E,43.1,8.2,8.3,2,0,2,61.6
2012,627,Chattooga County,1050,Chattooga High School,"09, 10, 11, 12",H,43.1,8.9,8.4,0,1.3,1.3,61.7
2012,721,Richmond County,1065,Windsor Spring Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,39,10.3,8.3,0.5,3.6,4.1,61.7
2012,625,Chatham County,5060,Jenkins High School,"09, 10, 11, 12",H,42.9,8.8,8.4,0.5,1.2,1.7,61.8
2012,666,Greene County,0401,Greene County High School,"09, 10, 11, 12",H,39.8,9.8,12.2,0,0,0,61.8
2012,726,Spalding County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,43.8,9.6,8.4,0,0,0,61.8
2012,625,Chatham County,5058,Hodge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,45.7,7.2,7.5,1.5,0,1.5,61.9
2012,700,Miller County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,46.7,7.1,6.6,0,1.5,1.5,61.9
2012,774,Dublin City,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,45.4,7.5,9,0,0,0,61.9
2012,644,DeKalb County,3062,Midway Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,44.2,8.5,8.3,1,0,1,62
2012,706,Muscogee County,0178,Fort Middle School,"06, 07, 08",M,45.1,8.7,6,0.5,1.7,2.2,62
2012,758,Wilkinson County,3050,Wilkinson County High School,"09, 10, 11, 12",H,41.7,7,12.2,0.5,0.6,1.1,62
2012,761,Atlanta Public Schools,0122,KIPP VISION,"05, 06",E,48.8,7.4,5.3,0.5,0,0.5,62
2012,611,Bibb County,0108,Ballard Hudson Middle School,"06, 07, 08",M,45.6,10,6,0.5,0,0.5,62.1
2012,618,Butts County,0111,New Jackson Elementary School,"KK, 01, 02, 03, 04, 05",E,43.4,8.4,9,0.5,0.8,1.3,62.1
2012,660,Fulton County,0803,Paul D. West Middle School,"06, 07, 08",M,46.4,8.6,6,0.5,0.6,1.1,62.1
2012,700,Miller County,0210,Miller County High School,"09, 10, 11, 12",H,46.9,7.1,6.6,0,1.5,1.5,62.1
2012,728,Stewart County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,40.6,8.5,9,0,4,4,62.1
2012,761,Atlanta Public Schools,0208,South Atlanta Law and Social Justice School,"09, 10, 11, 12",H,41.6,10.2,8.4,0,1.9,1.9,62.1
2012,625,Chatham County,3056,Groves High School,"09, 10, 11, 12",H,40.3,9.9,11.3,0,0.7,0.7,62.2
2012,631,Clayton County,4058,Morrow High School,"09, 10, 11, 12",H,39.9,8.9,13.1,0,0.3,0.3,62.2
2012,730,Talbot County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,45,8.2,9,0,0,0,62.2
2012,730,Talbot County,0190,Central Elementary/High School,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",M,45,8.2,9,0,0,0,62.2
2012,751,Wayne County,0494,Bacon Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46,8.9,5.3,0.5,1.5,2,62.2
2012,626,Chattahoochee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,42.4,9.5,9.4,0,1,1,62.3
2012,660,Fulton County,0275,Nolan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.5,8.3,6,1.5,0,1.5,62.3
2012,644,DeKalb County,0675,Woodridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.8,9.3,5.3,0,0,0,62.4
2012,653,Emanuel County,0189,Swainsboro High School,"09, 10, 11, 12",H,46.2,7.9,6.6,0,1.7,1.7,62.4
2012,729,Sumter County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,42.8,8.9,9.4,0,1.3,1.3,62.4
2012,611,Bibb County,0905,Morgan Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,47.3,8.3,5.3,0.5,1.1,1.6,62.5
2012,624,Charlton County,4050,St. George Elementary School,"PK, KK, 01, 02, 03, 04, 05, 06",M,44.1,6.9,NA,1,1.5,2.5,62.5
2012,644,DeKalb County,0172,Cedar Grove High School,"09, 10, 11, 12",H,40.5,10.2,11.3,0,0.5,0.5,62.5
2012,682,Jenkins County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,41.4,9,10.3,0,1.8,1.8,62.5
2012,721,Richmond County,2056,Hephzibah High School,"09, 10, 11, 12",H,40.6,9.4,10.3,0,2.2,2.2,62.5
2012,724,Screven County,0191,Screven County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,46.3,8.7,7.5,0,0,0,62.5
2012,724,Screven County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,46.3,8.7,7.5,0,0,0,62.5
2012,694,Macon County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",E,44.9,8.7,9,0,0,0,62.6
2012,697,McDuffie County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",H,45.6,8.2,8.4,0,0.4,0.4,62.6
2012,697,McDuffie County,0192,Thomson High School,"09, 10, 11, 12",H,45.6,8.2,8.4,0,0.4,0.4,62.6
2012,728,Stewart County,0192,Stewart County Elementary School,"PK, KK, 01, 02, 03, 04, 05",E,40.6,8.5,9,0.5,4,4.5,62.6
