Mailing Address,District Name,School Name,2011-2012 Rating,Performance Indicators,Marker_Type,Performance Index,4-Year Graduation Rate,5-Year Graduation Rate,Value-Added: All Students,Value-Added: Gifted Students,Value-Added: Lowest 20% in Achievement,Value-Added: Students with Disabilities,Annual Measurable Objectives,District IRN,School IRN,2011 PI Score,School IRN,School IRN
"WW Intermediate School Elem, 825 Waycross Rd, Cincinnati, OH, 45240",Winton Woods City,Winton Woods Intermediate School,Continuous Improvement*,F,small_red,D,-,-,D,B,F,D,F,044081,011973,84.38921651,011973,11973
"Upper Scioto Valley Middle, PO Box 305, Mc Guffey, OH, 45859",Upper Scioto Valley Local,Upper Scioto Valley Middle School,Continuous Improvement,F,small_red,D,-,-,F,F,F,-,F,047522,000349,89.36363636,000349,349
"Chestnut Elem, 341 Chestnut St, Painesville, OH, 44077",Painesville City Local,Chestnut Elementary School,Academic Watch,F,small_red,D,-,-,F,-,F,C,F,044628,005157,86.29770992,005157,5157
"Elm Elem, 585 Elm St, Painesville, OH, 44077",Painesville City Local,Elm Street Elementary School,Academic Watch,F,small_red,D,-,-,C,-,C,D,F,044628,017152,79.77220957,017152,17152
"Heritage Middle, 135 Cedarbrook Dr, Painesville, OH, 44077",Painesville City Local,Heritage  Middle School,Academic Watch,F,small_red,D,-,-,F,-,C,C,F,044628,039099,83.86605784,039099,39099
"Franklin Elem, 446 11th St, Elyria, OH, 44035",Elyria City Schools,Franklin Elementary School,Continuous Improvement,F,small_red,D,-,-,A,-,A,C,F,043943,012369,77.12435233,012369,12369
"Oakwood Elem, 925 Spruce St, Elyria, OH, 44035",Elyria City Schools,Oakwood Elementary School,Continuous Improvement,F,small_red,D,-,-,B,C,A,A,F,043943,028340,81.52505447,028340,28340
#N/A,Lorain City,Credit Recovery Academy,Academic Emergency,F,small_red,D,F,F,B,-,B,C,F,044263,010208,63.66666667,010208,10208
"Frank Jacinto Elem, 2515 Marshall Ave, Lorain, OH, 44052",Lorain City,Frank Jacinto Elementary,Academic Watch,F,small_red,D,-,-,C,-,B,-,F,044263,000676,73.64583333,000676,676
"Garfield Elem, 200 W 31st St, Lorain, OH, 44055",Lorain City,Garfield Elementary School,Academic Emergency,F,small_red,D,-,-,F,-,D,C,F,044263,012963,70.40160643,012963,12963
"General Johnnie Wilson Middle, 2700 Washington Ave, Lorain, OH, 44052",Lorain City,General Johnnie Wilson Middle School,Academic Watch,F,small_red,D,-,-,F,D,F,F,F,044263,000840,76.26418989,000840,840
"Hawthorne Elem, 610 W 20th St, Lorain, OH, 44052",Lorain City,Hawthorne Elementary School,Academic Watch,F,small_red,D,-,-,B,C,A,B,F,044263,017509,81.47222222,017509,17509
"Helen Steiner Rice ES Elem, 4500 Tacoma Ave, Lorain, OH, 44055",Lorain City,Helen Steiner Rice ES,Academic Watch,F,small_red,D,-,-,D,-,D,D,F,044263,009222,75.81218274,009222,9222
"Larkmoor Elem, 1201 Nebraska Avenue, Lorain, OH, 44052",Lorain City,Larkmoor Elementary School,Academic Watch,F,small_red,D,-,-,B,-,C,-,F,044263,019851,80.63380282,019851,19851
"Longfellow Middle School Middl, 305 Louisiana Ave, Lorain, OH, 44052",Lorain City,Longfellow Middle School,Continuous Improvement,F,small_red,D,-,-,F,C,F,D,F,044263,000841,81.44200627,000841,841
"Palm Elem, 2319 E 34th St, Lorain, OH, 44055",Lorain City,Palm Elementary School,Continuous Improvement,F,small_red,D,-,-,D,-,C,C,F,044263,000348,78.92857143,000348,348
"Southview Middle, 3201 Seneca Ave, Lorain, OH, 44055",Lorain City,Southview Middle Schoola,Continuous Improvement,F,small_red,D,-,-,C,C,B,A,F,044263,041087,79.42645698,041087,41087
"Stevan Dohanos Elem, 1625 E 32nd St, Lorain, OH, 44055",Lorain City,Stevan Dohanos Elementary School,Academic Watch,F,small_red,D,-,-,F,-,F,D,F,044263,021659,82.38482385,021659,21659
"Toni Wofford Morrison ES Elem, 1830 40th St, Lorain, OH, 44052",Lorain City,Toni Wofford Morrison ES,Academic Watch,F,small_red,D,-,-,D,-,D,C,F,044263,009221,71.80851064,009221,9221
"Washington Elem, 1025 W 23rd St, Lorain, OH, 44052",Lorain City,Washington Elementary School,Academic Watch,F,small_red,D,-,-,F,-,D,-,F,044263,039347,77.67080745,039347,39347
"Chase Elem, 600 Bassett St, Toledo, OH, 43611",Toledo City,Chase STEM Academy,Academic Watch*,F,small_red,D,-,-,C,-,C,-,F,044909,006007,78.76344086,006007,6007
"DeVeaux Elem, 2620 W Sylvania Ave, Toledo, OH, 43613",Toledo City,DeVeaux Elementary School,Continuous Improvement*,F,small_red,D,-,-,D,C,C,C,F,044909,008441,81.4453125,008441,8441
"East Broadway Middle School El, 1755 E Broadway St, Toledo, OH, 43605",Toledo City,East Broadway Elementary School,Academic Emergency*,F,small_red,D,-,-,F,C,F,F,F,044909,068478,80,068478,68478
"Garfield Elem, 310 Steadman St, Toledo, OH, 43605",Toledo City,Garfield Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,C,C,-,F,044909,012922,88.80952381,012922,12922
"Glendale-Feilbach Elem, 2317 Cass Rd, Toledo, OH, 43614",Toledo City,Glendale-Feilbach Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,C,A,B,F,044909,013599,83.4084507,013599,13599
"Glenwood Elem, 2860 Glenwood Ave, Toledo, OH, 43610",Toledo City,Glenwood Elementary School,Academic Emergency*,F,small_red,D,-,-,F,-,F,-,F,044909,013706,68.6036036,013706,13706
"Hawkins Elem, 5550 W Bancroft St, Toledo, OH, 43615",Toledo City,Hawkins Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,D,C,-,F,044909,015636,84.00921659,015636,15636
"Scott High School High, 2400 Collingwood Blvd, Toledo, OH, 43620",Toledo City,Jesup W. Scott High School,Academic Watch*,F,small_red,D,F,F,-,-,-,-,F,044909,008262,68.95774648,008262,8262
"Keyser Elem, 3900 Hill Ave, Toledo, OH, 43607",Toledo City,Keyser Elementary School,Academic Watch*,F,small_red,D,-,-,F,-,D,D,F,044909,018952,75.04451039,018952,18952
"Leverette Elem, 445 E Manhattan Blvd, Toledo, OH, 43608",Toledo City,Leverette Elementary School,Academic Emergency*,F,small_red,D,-,-,C,C,C,B,F,044909,014936,72.8680203,014936,14936
"Marshall Elem, 415 Colburn St, Toledo, OH, 43609",Toledo City,Marshall Elementary School,Academic Emergency*,F,small_red,D,-,-,F,-,F,-,F,044909,022970,79.9,022970,22970
"Mckinley Elem, 1901 W Central Ave, Toledo, OH, 43606",Toledo City,McKinley Elementary School,Academic Watch*,F,small_red,D,-,-,D,C,D,-,F,044909,023648,83.35714286,023648,23648
"McTigue Elem, 5555 Nebraska Ave, Toledo, OH, 43615",Toledo City,McTigue Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,F,C,C,F,044909,023929,79.84189723,023929,23929
"Old Orchard Elem, 2402 Cheltenham Rd, Toledo, OH, 43606",Toledo City,Old Orchard Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,-,D,-,F,044909,028514,93.80952381,028514,28514
"Raymer Elem, 550 Raymer Blvd, Toledo, OH, 43605",Toledo City,Raymer Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,F,D,C,F,044909,031153,88.59259259,031153,31153
"Reynolds Elem, 5000 Norwich Rd, Toledo, OH, 43615",Toledo City,Reynolds Elementary School,Academic Watch*,F,small_red,D,-,-,B,C,B,C,F,044909,031401,70.84033613,031401,31401
"Riverside Elem, 1111 E Manhattan Blvd, Toledo, OH, 43608",Toledo City,Riverside Elementary School,Academic Watch*,F,small_red,D,-,-,C,-,B,C,F,044909,031955,77.21938776,031955,31955
"Robinson Elem, 1075 Horace St, Toledo, OH, 43606",Toledo City,Robinson Elementary School,Academic Emergency*,F,small_red,D,-,-,C,-,C,A,F,044909,032102,61.97571744,032102,32102
"Rosa Parks Elem, 3350 Cherry St, Toledo, OH, 43608",Toledo City,Rosa Parks Elementary School,Academic Emergency*,F,small_red,D,-,-,C,-,C,C,F,044909,006056,69.38016529,006056,6056
"Sherman Elem, 817 Sherman St, Toledo, OH, 43608",Toledo City,Sherman Elementary School,Academic Emergency*,F,small_red,D,-,-,F,-,F,C,F,044909,034389,68.81395349,034389,34389
"Spring Elem, 730 Spring St, Toledo, OH, 43608",Toledo City,Spring Elementary School,Academic Emergency*,F,small_red,D,-,-,D,-,C,C,F,044909,035352,65.56313993,035352,35352
"Walbridge Elem, 1040 Newbury St, Toledo, OH, 43609",Toledo City,Walbridge Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,F,D,C,F,044909,038984,89.17748918,038984,38984
"Woodward High, 701 E Central Ave, Toledo, OH, 43608",Toledo City,Woodward High School,Academic Watch*,F,small_red,D,F,F,-,-,-,-,F,044909,042150,77.4965035,042150,42150
"Harding Elem, 1903 Cordova Ave, Youngstown, OH, 44504",Youngstown City Schools,Harding Elementary School,Academic Watch,F,small_red,D,-,-,C,-,D,C,F,045161,015206,74.73684211,015206,15206
"Kirkmere Elem, 2851 Kirk Rd, Youngstown, OH, 44511",Youngstown City Schools,Kirkmere Elementary School,Continuous Improvement,F,small_red,D,-,-,C,-,F,F,F,045161,019182,82.26351351,019182,19182
"ML King Elem, 2724 Mariner Ave, Youngstown, OH, 44505",Youngstown City Schools,M.L. King,Continuous Improvement,F,small_red,D,-,-,A,-,A,C,F,045161,027599,68.64300626,027599,27599
"PRBAcad Middle, 940 Bryn Mawr Ave, Youngstown, OH, 44505",Youngstown City Schools,P Ross Berry 8th Grade Academy,Academic Emergency,F,small_red,D,-,-,F,D,C,C,-,045161,012653,#N/A,012653,12653
"Volney Rogers Middle, 2400 S. Schenley, Youngstown, OH, 44509",Youngstown City Schools,Volney Rogers Junior High School,Academic Watch,F,small_red,D,-,-,D,F,C,C,F,045161,038497,76.35026738,038497,38497
"Williamson Elem, 58 Williamson Ave, Youngstown, OH, 44507",Youngstown City Schools,Williamson Elementary School,Effective,F,small_red,D,-,-,A,-,C,D,F,045161,041467,70.45751634,041467,41467
"Wilson Middle School Middle, 2725 Gibson St, Youngstown, OH, 44502",Youngstown City Schools,Wilson Middle School,Academic Emergency,F,small_red,D,-,-,F,C,F,B,F,045161,009230,64.58015267,009230,9230
"East High, 474 Bennington Ave, Youngstown, OH, 44505",Youngstown City Schools,Youngstown East High School,Academic Emergency,F,small_red,D,F,F,-,-,-,-,F,045161,031138,68.30347734,031138,31138
"Garfield Elementary Elem, 1170 Brookside Rd, Marion, OH, 43302",Marion City,James A. Garfield Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,F,C,-,F,044339,147611,89.20962199,147611,147611
"Taft Elementary Elem, 1000 Robinson St, Marion, OH, 43302",Marion City,William H. Taft Elementary School,Academic Watch*,F,small_red,D,-,-,F,C,D,C,F,044339,147603,83.3557047,147603,147603
"McKinley Elementary Elem, 925 Chatfield Rd, Marion, OH, 43302",Marion City,William McKinley Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,-,C,-,F,044339,000352,81.36842105,000352,352
"Belle Haven Elem, 4401 Free Pike, Dayton, OH, 45416",Dayton City,Belle Haven PreK-8 School,Academic Emergency,F,small_red,D,-,-,F,-,D,F,F,043844,002196,71.95454545,002196,2196
"Belmont High, 2615 Wayne Ave, Dayton, OH, 45420",Dayton City,Belmont High School,Continuous Improvement,F,small_red,D,F,F,B,-,C,-,F,043844,002303,73.70873786,002303,2303
"Cleveland Elem, 1102 Pursell Ave, Dayton, OH, 45420",Dayton City,Cleveland PreK-8 School,Academic Watch,F,small_red,D,-,-,C,-,C,A,F,043844,006643,76.14243323,006643,6643
"Dayton Boys Prep Academ Elem, 1923 W 3rd St, Dayton, OH, 45417",Dayton City,Dayton Boys Preparatory Academy,Academic Emergency,F,small_red,D,-,-,F,-,C,-,F,043844,008299,81.53846154,008299,8299
"Dunbar High, 1400 Albritton Dr, Dayton, OH, 45408",Dayton City,Dunbar High School,Academic Watch,F,small_red,D,F,F,-,-,-,-,F,043844,008821,78.40816327,008821,8821
"Eastmont ES Elem, 1480 Edendale Rd, Dayton, OH, 45432",Dayton City,Eastmont Park  PreK-8 School,Academic Watch,F,small_red,D,-,-,C,-,C,B,F,043844,009647,78.49358974,009647,9647
"Edison ES Elem, 228 N Broadway St, Dayton, OH, 45402",Dayton City,Edison PreK-8 School,Academic Emergency,F,small_red,D,-,-,F,-,D,F,F,043844,010033,69.33691756,010033,10033
"E. J. Brown Elem, 31 Willowwood Drive, Dayton, OH, 45405",Dayton City,Edwin Joel Brown PreK-8 School,Academic Emergency,F,small_red,D,-,-,F,-,D,F,F,043844,038257,63.16129032,038257,38257
"Fairview Elem, 2314 Elsmere Ave, Dayton, OH, 45406",Dayton City,Fairview PreK-8 School,Academic Emergency,F,small_red,D,-,-,F,-,F,C,F,043844,011262,66.91466083,011262,11262
"Kemp Elem, 1923 Gondert Ave, Dayton, OH, 45403",Dayton City,Kemp PreK-8 School,Academic Emergency,F,small_red,D,-,-,D,-,C,C,F,043844,018671,70.74468085,018671,18671
"Kiser Elem, 1401 Leo St, Dayton, OH, 45404",Dayton City,Kiser PreK-8 School,Academic Emergency,F,small_red,D,-,-,B,-,B,C,F,043844,040121,67.63744428,040121,40121
"Louise Troy Elem, 1630 Miami Chapel Rd, Dayton, OH, 45408",Dayton City,Louise Troy PreK-3 School,Academic Emergency,F,small_red,D,-,-,C,-,C,A,F,043844,004952,63.89662028,004952,4952
"Meadowdale HS High, 3873 Whitestone Ct, Dayton, OH, 45416",Dayton City,Meadowdale High School,Academic Watch,F,small_red,D,F,F,-,-,-,-,F,043844,023986,70.54700855,023986,23986
"Meadowdale Elem, 3871 Yellowstone Ave, Dayton, OH, 45416",Dayton City,Meadowdale PreK-8 School,Academic Emergency,F,small_red,D,-,-,F,-,F,D,F,043844,023978,71.28664495,023978,23978
"River's Edge Montessori Elem, 108 Linwood St, Dayton, OH, 45405",Dayton City,River's Edge Montessori PreK-6 School,Academic Emergency,F,small_red,D,-,-,F,-,D,D,F,043844,012112,75.27233115,012112,12112
"Rosa Parks Elem, 3705 Lori Sue Ave, Dayton, OH, 45406",Dayton City,Rosa Parks PreK-8 School,Academic Emergency,F,small_red,D,-,-,D,-,C,B,F,043844,007369,64.54098361,007369,7369
"Ruskin Elem, 407 Ambrose Ct, Dayton, OH, 45410",Dayton City,Ruskin PreK-8 School,Academic Watch,F,small_red,D,-,-,B,-,B,A,F,043844,010811,77.27868852,010811,10811
"Thurgood Marshall HS High, 4447 Hoover Ave, Dayton, OH, 45417",Dayton City,Thurgood Marshall High School,Academic Watch,F,small_red,D,D,F,-,-,-,-,F,043844,006841,82.13559322,006841,6841
"Wogaman Elem, 920 McArthur Ave, Dayton, OH, 45408",Dayton City,Wogaman 4-8 School,Academic Emergency,F,small_red,D,-,-,F,-,F,C,F,043844,041921,69.1091954,041921,41921
"WOW Elem, 4411 Oakridge Dr, Dayton, OH, 45417",Dayton City,World of Wonder PreK-8 School,Academic Watch,F,small_red,D,-,-,B,-,B,B,F,043844,133603,76.45590682,133603,133603
"Orville Wright Elem, 1361 Huffman Ave, Dayton, OH, 45403",Dayton City,Wright Brothers PreK-8 School,Continuous Improvement,F,small_red,D,-,-,C,-,C,C,F,043844,028795,78.23643411,028795,28795
"Blairwood Elem, 1241 Blairwood Ave, Dayton, OH, 45418",Jefferson Township Local,Blairwood Elementary School,Academic Watch,F,small_red,D,-,-,B,-,C,-,F,048686,002824,77.41116751,002824,2824
"Jefferson High, 2701 S Union Rd, Dayton, OH, 45418",Jefferson Township Local,Jefferson High School,Continuous Improvement,F,small_red,D,D,F,C,-,C,-,D,048686,018150,77.28706625,018150,18150
"Northridge High, 2251 Timber Ln, Dayton, OH, 45414",Northridge Local,Northridge High School,Continuous Improvement*,F,small_red,D,F,D,-,-,-,-,F,048736,027763,91.40206186,027763,27763
"Trotwood-Madison Elem, 4420 N Union Rd, Trotwood, OH, 45426",Trotwood-Madison City,Trotwood-Madison Elementary,Academic Emergency,F,small_red,D,-,-,F,F,F,F,F,048694,009224,80.8,009224,9224
"Trotwood-Madison High, 4440 N Union Rd, Trotwood, OH, 45426",Trotwood-Madison City,Trotwood-Madison High School,Continuous Improvement,F,small_red,D,F,F,C,C,C,C,F,048694,022186,90.35348837,022186,22186
"Zane Grey Elem, 711 Fess St, Zanesville, OH, 43701",Zanesville City,Zane Grey Elementary School,Continuous Improvement,F,small_red,D,-,-,B,A,C,B,F,045179,041582,79.88173456,041582,41582
"New Lexington Elem, 2550 Panther Dr NE, New Lexington, OH, 43764",New Lexington City,New Lexington Elementary School,Continuous Improvement,F,small_red,D,-,-,D,D,C,D,F,044479,026799,90.99616858,026799,26799
"Western Elementary Elem, PO Box 129, Latham, OH, 45646",Western Local,Western Elementary School,Continuous Improvement,F,small_red,D,-,-,A,C,B,C,F,049155,029157,79.81549815,029157,29157
"Malabar Elem, 205 W Cook Rd, Mansfield, OH, 44907",Mansfield City,Malabar Intermediate School,Continuous Improvement,F,small_red,D,-,-,C,A,C,C,F,044297,003624,79.95718654,003624,3624
"Alternative School High, 176 Hedges St, Mansfield, OH, 44902",Mansfield City,"Mansfield Integrated Learning Center, Hedges Campus",Academic Emergency,F,small_red,D,F,F,-,-,-,-,-,044297,135566,47.55555556,135566,135566
"Mansfield Middle Middle, 124 N Linden Rd, Mansfield, OH, 44906",Mansfield City,Mansfield Middle School,Academic Watch,F,small_red,D,-,-,C,F,C,C,F,044297,022301,76.8697479,022301,22301
"Bettsville Middle, PO Box 6, Bettsville, OH, 44815",Bettsville Local,Bettsville Middle School,Continuous Improvement,F,small_red,D,-,-,C,-,-,-,F,049692,122077,89.91666667,122077,122077
"Allen Elem, 1326 Sherrick Rd SE, Canton, OH, 44707",Canton City,Allen Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,C,B,C,F,043711,000406,80.11080332,000406,406
"Barbara F Schreiber Elem, 1503 Woodland Ave NW, Canton, OH, 44703",Canton City,Barbara F Schreiber Elementary School,Continuous Improvement*,F,small_red,D,-,-,C,-,C,C,F,043711,041996,76.79752066,041996,41996
"Belden Elem, 2115 Georgetown Rd NE, Canton, OH, 44704",Canton City,Belden Elementary School,Academic Watch*,F,small_red,D,-,-,C,-,C,-,F,043711,002097,76.34146341,002097,2097
"Canton City Digital Academy Hi, 401 14th St SE, Canton, OH, 44707",Canton City,Canton City Digital Academy,Continuous Improvement*,F,small_red,D,F,F,-,-,-,-,-,043711,010216,81.62162162,010216,10216
"Cedar Elem, 2823 9th St SW, Canton, OH, 44710",Canton City,Cedar Elementary School,Continuous Improvement*,F,small_red,D,-,-,F,C,F,F,F,043711,005124,85.18375242,005124,5124
"Crenshaw Middle, 2525 19th St NE, Canton, OH, 44705",Canton City,Crenshaw Middle School,Effective*,F,small_red,D,-,-,A,C,A,B,F,043711,065508,82.70466321,065508,65508
"Dueber Elem, 815 Dueber Ave SW, Canton, OH, 44706",Canton City,Dueber Elementary School,Academic Watch*,F,small_red,D,-,-,D,-,D,C,F,043711,008805,75.26845638,008805,8805
"Fairmount Elem, 2701 Coventry Blvd NE, Canton, OH, 44705",Canton City,Fairmount Elementary School,Academic Watch*,F,small_red,D,-,-,D,-,C,-,F,043711,011197,75.89285714,011197,11197
"Gibbs Elem, 1320 Gibbs Ave NE, Canton, OH, 44705",Canton City,Gibbs Elementary School,Academic Watch*,F,small_red,D,-,-,C,-,C,C,F,043711,013409,71.16022099,013409,13409
"Hartford Middle, 1824 3rd St SE, Canton, OH, 44707",Canton City,Hartford Middle School,Continuous Improvement*,F,small_red,D,-,-,D,D,C,B,F,043711,015495,80.44401544,015495,15495
"Lehman Middle, 1400 Broad Ave NW, Canton, OH, 44708",Canton City,Lehman Middle School,Continuous Improvement*,F,small_red,D,-,-,F,D,D,D,F,043711,020123,84.61590755,020123,20123
"Timken High, 521 Tuscarawas St W,  Canton, OH, 44702",Canton City,Timken High School,Continuous Improvement*,F,small_red,D,F,D,-,-,-,-,F,043711,037267,86.09322034,037267,37267
"Youtz Elem, 1901 Midway Ave NE, Canton, OH, 44705",Canton City,Youtz Elementary School,Continuous Improvement*,F,small_red,D,-,-,A,-,B,B,F,043711,042549,74.13793103,042549,42549
"Akron Opportunity Center Middl, 123 S Forge St, Akron, OH, 44308",Akron City,Akron Opportunity Center ,Continuous Improvement,F,small_red,D,-,-,C,-,C,-,F,043489,009268,59.35483871,009268,9268
