DISTRICT,ADDRESS,SCHOOL,,SCHOOLID,TYPE,Grade in 2013,POINTTOT,POINTELEMpass,POINTELEMalt,POINTMIDDpass,POINTMIDDalt,POINTHIGH
BEAUFORT,"Coosa Elementary, 45 Middle Road, Beaufort, SC, 29907",COOSA ELEMENTARY,http://ces.beaufort.k12.sc.us/,701025,ELEM,A,94.1,94.1,,,,
BEAUFORT,"H. E. McCracken Middle, 250 H. E. McCracken Circle, Bluffton, SC, 29910",H E MCCRACKEN MIDDLE,http://hem.beaufort.k12.sc.us/,701026,MIDD,D,68.1,,,68.1,,
BEAUFORT,"Whale Branch Middle, 2009 Trask Parkway, Seabrook, SC, 29940",WHALE BRANCH MIDDLE,http://wbm.beaufort.k12.sc.us/,701027,COMBO,F,50.8,20.7,,60.3,,
BEAUFORT,"Beaufort Middle, 2501 Mossy Oaks Boulevard, Beaufort, SC, 29902",BEAUFORT MIDDLE,http://bms.beaufort.k12.sc.us/,701028,MIDD,B,88.4,,,88.4,,
BEAUFORT,"Okatie Elementary, 53 Cherry Point Road, Okatie, SC, 29909",OKATIE ELEMENTARY,http://oes.beaufort.k12.sc.us/,701029,ELEM,A,98.7,98.7,,,,
BEAUFORT,"Bluffton High, 12 H. E. McCracken Circle, Bluffton, SC, 29910",BLUFFTON HIGH,http://blh.beaufort.k12.sc.us/,701030,HIGH,C,74.4,,,,,74.4
BEAUFORT,"Hilton Head Island Elementary School for the Creative Arts, 10 Bus Drive, Hilton Head Island, SC, 29926",HILTON HEAD ELEMENTARY FOR CREAT,http://sca.beaufort.k12.sc.us/,701032,ELEM,B,84.8,84.8,,,,
BEAUFORT,"Hilton Head Island Elementary, 30 School Road, Hilton Head Island, SC, 29926",HILTON HEAD INTERNATIONAL BACCAL,http://hhe.beaufort.k12.sc.us/,701033,ELEM,A,91.7,91.7,,,,
BEAUFORT,"Red Cedar Elementary, 11 Box Elder Lane, Bluffton, SC, 29910",RED CEDAR ELEMENTARY,http://rce.beaufort.k12.sc.us/,701034,ELEM,B,88.4,88.4,,,,
BEAUFORT,"Bluffton Middle, 30 New Mustang Road, Bluffton, SC, 29910",BLUFFTON MIDDLE,http://blm.beaufort.k12.sc.us/,701035,MIDD,B,87.2,,,87.2,,
BEAUFORT,"Whale Branch Early College High, 169 Detour Road, Seabrook, SC, 29940",WHALE BRANCH EARLY COLLEGE HIGH,http://wbh.beaufort.k12.sc.us/,701036,HIGH,*,,,,,,
BEAUFORT,"Pritchardville Elementary, 9447 Evan Way, Bluffton, SC, 29910",PRITCHARDVILLE ELEMENTARY,http://pve.beaufort.k12.sc.us/,701037,ELEM,A,98.6,98.6,,,,
BEAUFORT,"Riverview Charter School, 81 Savannah Highway, Beaufort, SC, 29906",RIVERVIEW CHARTER SCHOOL,http://riverviewcharterschool.org/Welcome.html,701601,COMBO,A,100,100,,100,,
BERKELEY,"Stratford High, 951 Crowfield Boulevard, Goose Creek, SC, 29445",STRATFORD HIGH,http://www.berkeley.k12.sc.us/Stratford.cfm,801001,HIGH,C,74.9,,,,,74.9
BERKELEY,"Berkeley High, 406 West Main Street, Moncks Corner, SC, 29461",BERKELEY HIGH,http://www.berkeley.k12.sc.us/BerkeleyHigh.cfm,801002,HIGH,D,61.2,,,,,61.2
BERKELEY,"Cross High, 1293 Old Highway 6, Cross, SC, 29436",CROSS HIGH,http://www.berkeley.k12.sc.us/CrossHigh.cfm,801006,COMBO,F,42.6,,,35,,59.3
BERKELEY,"Goose Creek High, 1137 Red Bank Road, Goose Creek, SC, 29445",GOOSE CREEK HIGH,http://www.berkeley.k12.sc.us/GooseCreekHigh.cfm,801007,HIGH,C,75.1,,,,,75.1
BERKELEY,"Hanahan High, 6015 Murray Drive, Hanahan, SC, 29410",HANAHAN HIGH,http://www.berkeley.k12.sc.us/HanahanHigh.cfm,801008,HIGH,C,77.8,,,,,77.8
BERKELEY,"Berkeley Middle, 320 North Live Oak Drive, Moncks Corner, SC, 29461",BERKELEY MIDDLE,http://www.berkeley.k12.sc.us/BerkeleyMiddle.cfm,801012,MIDD,C,77.3,,,77.3,,
BERKELEY,"Boulder Bluff Elementary, 400 Judy Drive, Goose Creek, SC, 29445",BOULDER BLUFF ELEMENTARY,http://www.berkeley.k12.sc.us/BoulderBluff.cfm,801014,ELEM,B,82.5,82.5,,,,
BERKELEY,"Cainhoy Elementary Middle, 2434 Cainhoy Road, Huger, SC, 29450",CAINHOY ELEMENTARY/ MIDDLE,http://www.berkeley.k12.sc.us/Cainhoy.cfm,801015,COMBO,C,73.2,56.3,,90.5,,
BERKELEY,"Cross Elementary, 1325 Ranger Drive, Cross, SC, 29436",CROSS ELEMENTARY,http://www.berkeley.k12.sc.us/Cross.cfm,801016,COMBO,A,93.6,92.9,,95.5,,
BERKELEY,"College Park Elementary, 100 Davidson Drive, Ladson, SC, 29456",COLLEGE PARK ELEMENTARY,http://www.berkeley.k12.sc.us/CollegePark.cfm,801017,ELEM,A,90.9,90.9,,,,
BERKELEY,"J. K. Gourdin Elementary, 1649 Highway 45, Pineville, SC, 29468",J K GOURDIN ELEMENTARY,http://www.berkeley.k12.sc.us/JKGourdin.cfm,801020,ELEM,B,86.5,86.5,,,,
BERKELEY,"Hanahan Middle, 5815 Murray Drive, Hanahan, SC, 29410",HANAHAN MIDDLE,http://www.berkeley.k12.sc.us/HanahanMiddle.cfm,801021,COMBO,A,97.1,99,,96.5,,
BERKELEY,"Westview Middle, 101 Westview Boulevard, Goose Creek, SC, 29445",WESTVIEW MIDDLE,http://www.berkeley.k12.sc.us/WestviewMiddle.cfm,801022,MIDD,A,93.3,,,93.3,,
BERKELEY,"Henry E. Bonner Elementary, 171 Macedonia Foxes Circle, Moncks Corner, SC, 29461",HENRY E. BONNER ELEMENTARY,http://www.berkeley.k12.sc.us/HEBonner.cfm,801024,ELEM,C,78,78,,,,
BERKELEY,"Sedgefield Middle, 131 Charles B. Gibson Boulevard, Goose Creek, SC, 29445",SEDGEFIELD MIDDLE,http://www.berkeley.k12.sc.us/SedgefieldMiddle.cfm,801027,MIDD,B,82.7,,,82.7,,
BERKELEY,"St. Stephen Elementary, 1053 Russellville Road, St. Stephen, SC, 29479",ST STEPHEN ELEMENTARY,http://www.berkeley.k12.sc.us/StStephen.cfm,801028,ELEM,C,75.4,75.4,,,,
BERKELEY,"St. Stephen Middle, 225 Carolina Avenue, St. Stephen, SC, 29479",ST STEPHEN MIDDLE,http://www.berkeley.k12.sc.us/StStephenMiddle.cfm,801029,MIDD,F,30.5,,,30.5,,
BERKELEY,"Whitesville Elementary, 324 Gaillard Road, Moncks Corner, SC, 29461",WHITESVILLE ELEMENTARY,http://www.berkeley.k12.sc.us/Whitesville.cfm,801030,ELEM,C,78.5,78.5,,,,
BERKELEY,"Westview Elementary, 100 Westview Boulevard, Goose Creek, SC, 29445",WESTVIEW ELEMENTARY,http://www.berkeley.k12.sc.us/Westview.cfm,801031,ELEM,B,87.3,87.3,,,,
BERKELEY,"College Park Middle, 713 College Park Road, Ladson, SC, 29456",COLLEGE PARK MIDDLE,http://www.berkeley.k12.sc.us/CollegeParkMiddle.cfm,801032,MIDD,F,50.3,,,50.3,,
BERKELEY,"Marrington Elementary, 101 Gearing Street, Goose Creek, SC, 29445",MARRINGTON ELEMENTARY,http://www.berkeley.k12.sc.us/MarringtonElementary.cfm,801033,ELEM,A,99.8,99.8,,,,
BERKELEY,"Marrington Middle School of the Arts, 109 Gearing Street, Goose Creek, SC, 29445",MARRINGTON MIDDLE,http://www.berkeley.k12.sc.us/Marringtonl.cfm,801034,MIDD,B,88.6,,,88.6,,
BERKELEY,"Howe Hall AIMS Elementary, 115 Howe Hall Road, Goose Creek, SC, 29445",HOWE HALL AIMS SCHOOL,http://www.berkeley.k12.sc.us/AIMS.cfm,801036,ELEM,A,99.2,99.2,,,,
BERKELEY,"Macedonia Middle, 200 Macedonia Foxes Circle, Moncks Corner, SC, 29461",MACEDONIA MIDDLE,http://www.berkeley.k12.sc.us/Macedonia.cfm,801037,MIDD,B,85.7,,,85.7,,
BERKELEY,"Sangaree Intermediate, 201 School House Lane, Summerville, SC, 29483",SANGAREE INTERMEDIATE,http://www.berkeley.k12.sc.us/SangareeIntermediate.cfm,801038,ELEM,A,90.9,90.9,,,,
BERKELEY,"Devon Forest Elementary, 1127 Dorothy Street, Goose Creek, SC, 29445",DEVON FOREST ELEMENTARY,http://www.berkeley.k12.sc.us/DevonForest.cfm,801039,ELEM,D,68,68,,,,
BERKELEY,"Sedgefield Intermediate, 225 Garwood Drive, Goose Creek, SC, 29445",SEDGEFIELD INTERMEDIATE,http://www.berkeley.k12.sc.us/SedgefieldIntermediate.cfm,801040,ELEM,C,77,77,,,,
BERKELEY,"Berkeley Intermediate, 777 Stony Landing Road, Moncks Corner, SC, 29461",BERKELEY INTERMEDIATE,http://www.berkeley.k12.sc.us/BerkeleyIntermediate.cfm,801041,ELEM,B,87.8,87.8,,,,
BERKELEY,"Timberland High, 1418 Gravel Hill Road, St. Stephen, SC, 29479",TIMBERLAND HIGH,http://www.berkeley.k12.sc.us/Timberland.cfm,801043,HIGH,D,66.7,,,,,66.7
BERKELEY,"Hanahan Elementary, 4000 Mabeline Road, Hanahan, SC, 29410",HANAHAN ELEMENTARY,http://www.berkeley.k12.sc.us/Hanahan.cfm,801044,ELEM,A,95.3,95.3,,,,
BERKELEY,"Sangaree Middle, 1050 Discovery Drive, Ladson, SC, 29456",SANGAREE MIDDLE,http://www.berkeley.k12.sc.us/SangareeMiddle.cfm,801047,MIDD,C,75.9,,,75.9,,
BERKELEY,"Daniel Island School, 2365 Daniel Island Drive, Charleston, SC, 29492",DANIEL ISLAND,http://www.berkeley.k12.sc.us/DanielIsland.cfm,801048,COMBO,B,84.5,81.8,,88,,
BERKELEY,"Cane Bay High, 1624 State Road, Summerville, SC, 29483",CANE BAY HIGH,http://www.berkeley.k12.sc.us/CaneBay.cfm,801049,HIGH,C,75.7,,,,,75.7
BERKELEY,"Cane Bay Elementary, 1247 Cane Bay Boulevard, Summerville, SC, 29483",CANE BAY ELEMENTARY,http://www.berkeley.k12.sc.us/CaneBayElementary.cfm,801050,ELEM,B,84.4,84.4,,,,
BERKELEY,"Berkeley County Middle College High, 1001 South Live Oak Drive, Moncks Corner, SC, 29461",BERKELEY COUNTY MIDDLE COLLEGE H,http://www.berkeley.k12.sc.us/BerkeleyCollege.cfm,801051,HIGH,*,,,,,,
BERKELEY,"Cane Bay Middle, 1175 Cane Bay Boulevard, Summerville, SC, 29483",CANE BAY MIDDLE,http://www.berkeley.k12.sc.us/CaneBayMiddle.cfm,801052,MIDD,B,87.9,,,87.9,,
CALHOUN,"Calhoun County High, 150 Saints Avenue, St. Matthews, SC, 29135",CALHOUN COUNTY HIGH,https://sites.google.com/a/ccpsonline.net/cchs/,901001,HIGH,B,89,,,,,89
CALHOUN,"Sandy Run School, 450 Old Swamp Road, Swansea, SC, 29160",SANDY RUN SCHOOL,https://sites.google.com/a/ccpsonline.net/working-on-srs-site/,901008,COMBO,B,84.7,89.2,,80,,
CALHOUN,"St. Matthews K-8 School, 135 Saints Avenue, St. Matthews, SC, 29135",ST. MATTHEWS ELEMENTARY,https://sites.google.com/a/ccpsonline.net/smk8/,901009,COMBO,B,83.4,81.4,,85.4,,
CHARLESTON,"Baptist Hill High, 5117 Baptist Hill Road, Hollywood, SC, 29449",BAPTIST HILL HIGH,http://baptisthill.ccsdschools.com/,1001001,COMBO,F,47.6,,,36.2,,71
CHARLESTON,"North Charleston High, 1087 East Montague Avenue, North Charleston, SC, 29405",NORTH CHARLESTON HIGH,http://nchs.ccsdschools.com/,1001002,HIGH,F,46.2,,,,,46.2
CHARLESTON,"Garrett Academy of Technology, 2731 Gordon Street, North Charleston, SC, 29405",GARRETT ACADEMY OF TECHNOLOGY,http://garrett.ccsdschools.com/,1001008,HIGH,F,52.5,,,,,52.5
CHARLESTON,"Burke High, 244 President Street, Charleston, SC, 29403",BURKE HIGH,http://burke.ccsdschools.com/,1001010,COMBO,D,66.2,,,78.2,,42.3
CHARLESTON,"Lincoln High, 714 Lincoln Road, McClellanville, SC, 29458",LINCOLN HIGH,http://lincoln.ccsdschools.com/,1001011,COMBO,A,93.2,,,93.2,,
CHARLESTON,"Wando High, 1000 Warrior Way, Mt. Pleasant, SC, 29466",WANDO HIGH,http://wandohigh.ccsdschools.com/,1001014,HIGH,A,93.2,,,,,93.2
CHARLESTON,"Military Magnet Academy, 2950 Carner Avenue, North Charleston, SC, 29405",MILITARY MAGNET ACADEMY,http://militarymagnet.ccsdschools.com/,1001018,COMBO,A,95.2,,,95.2,,95.4
CHARLESTON,"St. Johns High, 1518 Main Road, Johns Island, SC, 29455",ST JOHNS HIGH,http://stjohns.ccsdschools.com/,1001020,HIGH,F,50.4,,,,,50.4
CHARLESTON,"R. B. Stall High, 3625 Ashley Phosphate Road, North Charleston, SC, 29418",R B STALL HIGH,http://stall.ccsdschools.com/,1001022,HIGH,F,38.9,,,,,38.9
CHARLESTON,"C.C. Blaney Elementary, 7184 Highway 162, Younges Island, SC, 29449",C C BLANEY ELEMENTARY,http://blaney.ccsdschools.com/,1001026,ELEM,D,61.2,61.2,,,,
CHARLESTON,"Northwoods Middle, 7763 Northside Drive, North Charleston, SC, 29420",NORTHWOODS MIDDLE,http://northwoods.ccsdschools.com/,1001030,MIDD,F,57.1,,,57.1,,
CHARLESTON,"Chicora Elementary, 3795 Spruill Avenue, North Charleston, SC, 29405",CHICORA ELEMENTARY,http://chicora.ccsdschools.com/,1001033,ELEM,F,34,34,,,,
CHARLESTON,"Fort Johnson Middle, 1825 Camp Road, Charleston, SC, 29412",FT JOHNSON MIDDLE,http://ftjohnson.ccsdschools.com/,1001035,MIDD,A,99.9,,,99.9,,
CHARLESTON,"A. C. Corcoran Elementary, 8585 Vistavia Road, North Charleston, SC, 29406",A C CORCORAN ELEMENTARY,http://corcoran.ccsdschools.com/,1001036,ELEM,D,60.4,60.4,,,,
CHARLESTON,"Edmund A. Burns Elementary, 3750 Dorchester Road, North Charleston, SC, 29405",EDMUND A BURNS ELEMENTARY,http://burns.ccsdschools.com/ ,1001038,ELEM,F,54.9,54.9,,,,
CHARLESTON,"Jane Edwards Elementary, 1960 Jane Edwards Road, Edisto Island, SC, 29438",JANE EDWARDS ELEMENTARY,http://janeedwards.ccsdschools.com/,1001039,ELEM,A,98.5,98.5,,,,
CHARLESTON,"Mary Ford Elementary, 3180 Thomasina McPerson Boulevard, North Charleston, SC, 29405",MARY FORD ELEMENTARY,http://maryford.ccsdschools.com/,1001040,ELEM,C,74.4,74.4,,,,
CHARLESTON,"W. B. Goodwin Elementary, 5501 Dorchester Road, North Charleston, SC, 29418",W B GOODWIN ELEMENTARY,http://goodwin.ccsdschools.com/,1001042,ELEM,D,66.5,66.5,,,,
CHARLESTON,"Harbor View Elementary, 891 Mikell Drive, Charleston, SC, 29412",HARBOR VIEW ELEMENTARY,http://harborview.ccsdschools.com/,1001043,ELEM,A,92.5,92.5,,,,
CHARLESTON,"Haut Gap Middle, 1861 Bohicket Road, John's Island, SC, 29455",HAUT GAP MIDDLE,http://hautgap.ccsdschools.com/,1001044,COMBO,A,97.5,100,,97.3,,
CHARLESTON,"Minnie Hughes Elementary, 8548 Willtown Road, Younges Island , SC, 29449",MINNIE HUGHES ELEMENTARY,http://minniehughes.ccsdschools.com/,1001045,ELEM,A,95.5,95.5,,,,
CHARLESTON,"Hunley Park Elementary, 1000 Michigan Avenue, North Charleston, SC, 29404",HUNLEY PARK ELEMENTARY,http://hunleypark.ccsdschools.com/,1001046,ELEM,C,72.2,72.2,,,,
CHARLESTON,"James Island Middle, 1484 Camp Road, Charleston, SC, 29412",JAMES ISLAND MIDDLE,http://jims.ccsdschools.com/,1001047,MIDD,B,87.2,,,87.2,,
CHARLESTON,"Ladson Elementary, 3321 Ladson Road, Ladson, SC, 29456",LADSON ELEMENTARY,http://ladson.ccsdschools.com/ ,1001050,ELEM,D,69.9,69.9,,,,
CHARLESTON,"Laing Middle, 1560 Mathis Ferry Road, Mt. Pleasant, SC, 29464",LAING MIDDLE,http://laing.ccsdschools.com/ ,1001051,MIDD,A,98.5,,,98.5,,
CHARLESTON,"Lambs Elementary, 6800 Dorchester Road, North Charleston, SC, 29418",LAMBS ELEMENTARY,http://lambs.ccsdschools.com/ ,1001052,ELEM,F,53.7,53.7,,,,
CHARLESTON,"St. James Santee Elementary, 8900 Highway 17 North, McClellanville, SC, 29458",ST JAMES-SANTEE ELEMENTARY,http://stjames.ccsdschools.com/,1001056,ELEM,F,20,20,,,,
CHARLESTON,"Memminger Elementary, 20 Beaufain Street, Charleston, SC, 29401",MEMMINGER ELEMENTARY,http://memminger.ccsdschools.com/,1001057,COMBO,F,46.8,56.6,,20,,
CHARLESTON,"E.B. Ellington Elementary, 5540 Old Jacksonboro Road, Ravenel, SC, 29470",E B ELLINGTON ELEMENTARY,http://ellington.ccsdschools.com/,1001059,COMBO,B,81.2,89.9,,55,,
CHARLESTON,"Mitchell Elementary, 2 Perry Street, Charleston, SC, 29403",MITCHELL ELEMENTARY,http://mitchell.ccsdschools.com/,1001060,COMBO,B,82.5,91.8,,50.3,,
CHARLESTON,"Jennie Moore Elementary, 1256 Hamlin Road, Mt. Pleasant, SC, 29466",JENNIE MOORE ELEMENTARY,http://jenniemoore.ccsdschools.com/,1001061,ELEM,A,98.8,98.8,,,,
CHARLESTON,"Morningside Middle, 1999 Singley Lane, North Charleston, SC, 29405",MORNINGSIDE MIDDLE,http://morningside.ccsdschools.com ,1001062,MIDD,B,85.3,,,85.3,,
CHARLESTON,"Mt. Pleasant Academy, 605 Center Street, Mt. Pleasant, SC, 29464",MT PLEASANT ACADEMY,http://mtpleasant.ccsdschools.com/,1001063,ELEM,A,100,100,,,,
CHARLESTON,"Moultrie Middle, 645 Coleman Boulevard, Mt. Pleasant, SC, 29464",MOULTRIE MIDDLE,http://moultrie.ccsdschools.com/,1001065,MIDD,B,87.3,,,87.3,,
CHARLESTON,"Murray Lasaine Elementary, 691 Riverland Drive, Charleston, SC, 29412",MURRAY-LASAINE ELEMENTARY,http://murraylasaine.ccsdschools.com/,1001066,ELEM,A,90.1,90.1,,,,
CHARLESTON,"North Charleston Elementary, 4921 Durant Avenue, North Charleston, SC, 29405",NORTH CHARLESTON ELEMENTARY,http://nces.ccsdschools.com/,1001067,ELEM,F,59.6,59.6,,,,
CHARLESTON,"Oakland Elementary, 505-A Arlington Drive, Charleston, SC, 29414",OAKLAND ELEMENTARY,http://oakland.ccsdschools.com/,1001068,ELEM,B,89.6,89.6,,,,
CHARLESTON,"Malcolm C. Hursey Elementary, 4542 Simms Street, North Charleston, SC, 29406",MALCOLM C HURSEY ELEMENTARY,http://hursey.ccsdschools.com/,1001070,ELEM,B,87.8,87.8,,,,
CHARLESTON,"Matilda Dunston Elementary, 1825 Remount Road, North Charleston, SC, 29406",MATILDA F DUNSTON ELEMENTARY,http://dunston.ccsdschools.com/,1001072,ELEM,A,93,93,,,,
CHARLESTON,"Edith L. Frierson Elementary, 6133 Maybank Highway, Wadmalaw Island, SC, 29487",EDITH L FRIERSON ELEMENTARY,http://frierson.ccsdschools.com/,1001075,ELEM,F,57.5,57.5,,,,
CHARLESTON,"Sanders-Clyde Elementary, 805 Morrison Drive, Charleston, SC, 29403",CLYDE SANDERS ELEMENTARY,http://sandersclyde.ccsdschools.com/,1001076,COMBO,C,74,63.6,,87.6,,
CHARLESTON,"Pepperhill Elementary, 3300 Creola Road, North Charleston, SC, 29420",PEPPERHILL ELEMENTARY,http://pepperhill.ccsdschools.com/,1001077,ELEM,C,77,77,,,,
CHARLESTON,"James Simons Elementary, 2685 Leeds Avenue, Charleston, SC, 29405",JAMES SIMONS ELEMENTARY,http://simons.ccsdschools.com/,1001079,ELEM,F,52.8,52.8,,,,
CHARLESTON,"Springfield Elementary, 2741 Clover Street, Charleston, SC, 29414",SPRINGFIELD ELEMENTARY,http://springfield.ccsdschools.com/,1001081,COMBO,A,95.5,95,,100,,
CHARLESTON,"St. Andrew's School of Math and Science, 505B Arlington Drive, Charleston, SC, 29414",ST ANDREWS SCHOOL OF MATH & SCIE,http://standrews.ccsdschools.com/,1001082,ELEM,A,98.7,98.7,,,,
CHARLESTON,"Angel Oak Elementary, 6134 Chisolm Street, Johns Island, SC, 29455",ANGEL OAK ELEMENTARY,http://angeloak.ccsdschools.com/,1001083,ELEM,F,47.8,47.8,,,,
CHARLESTON,"Stiles Point Elementary, 883-A Mikell Drive, Charleston, SC, 29412",STILES POINT ELEMENTARY,http://stilespoint.ccsdschools.com/,1001084,ELEM,A,99.8,99.8,,,,
CHARLESTON,"Stono Park Elementary, 1699 Garden Street, Charleston, SC, 29407",STONO PARK ELEMENTARY,http://stonopark.ccsdschools.com/,1001085,ELEM,A,95,95,,,,
CHARLESTON,"Sullivan's Island Elementary, 1120 Rifle Range, Mt. Pleasant, SC, 29464",SULLIVANS ISLAND ELEMENTARY,http://sullivansisland.ccsdschools.com/,1001086,ELEM,A,100,100,,,,
CHARLESTON,"Mamie Whitesides Elementary, 1565 Rifle Range Road, Mt. Pleasant, SC, 29464",MAMIE WHITESIDES ELEMENTARY,http://whitesides.ccsdschools.com/,1001090,ELEM,A,90.8,90.8,,,,
CHARLESTON,"Ashley River Creative Arts, 1871 Wallace School Road, Charleston, SC, 29407",ASHLEY RIVER CREATIVE ARTS,http://ashleyriver.ccsdschools.com/,1001091,ELEM,A,99.2,99.2,,,,
CHARLESTON,"C. E. Williams Middle School for Creative and Scientific Arts, 640 Butte Street, Charleston, SC, 29414",C E WILLIAMS MIDDLE SCHOOL FOR C,http://williams.ccsdschools.com/,1001092,MIDD,B,87.1,,,87.1,,
CHARLESTON,"James B. Edwards Elementary, 885 Von Kolnitz Road, Mt. Pleasant, SC, 29464",JAMES B EDWARDS ELEMENTARY,http://jbedwards.ccsdschools.com/,1001093,ELEM,B,84.9,84.9,,,,
CHARLESTON,"Buist Academy, 103 Calhoun Street, Charleston, SC, 29401",BUIST ACADEMY,http://buist.ccsdschools.com/,1001094,COMBO,A,100,100,,100,,
CHARLESTON,"Mt. Zion Elementary, 3464 River Road, Johns Island, SC, 29455",MT. ZION ELEMENTARY,http://mtzion.ccsdschools.com/,1001095,ELEM,D,62,62,,,,
CHARLESTON,"Belle Hall Elementary, 385 Egypt Road, Mt. Pleasant, SC, 29464",BELLE HALL ELEMENTARY,http://bellehall.ccsdschools.com,1001096,ELEM,A,98.6,98.6,,,,
CHARLESTON,"Charleston School of the Arts, 5109-B West Enterprise Street, North Charleston, SC, 29405",CHARLESTON SCHOOL OF THE ARTS,http://soa.ccsdschools.com/,1001098,COMBO,A,100,,,100,,100
CHARLESTON,"Academic Magnet High, 5109-A West Enterprise Street, North Charleston, SC, 29405",ACADEMIC MAGNET HIGH,http://amhs.ccsdschools.com/,1001099,HIGH,A,100,,,,,100
CHARLESTON,"Charleston Progressive, 382 Meeting Street, Charleston, SC, 29403",CHARLESTON PROGRESSIVE,http://progressive.ccsdschools.com/,1001101,ELEM,D,63.2,63.2,,,,
CHARLESTON,"Charles Pinckney Elementary, 3300 Thomas Cario Boulevard, Mt. Pleasant, SC, 29466",CHARLES PINCKNEY ELEMENTARY,http://pinckney.ccsdschools.com/,1001102,ELEM,A,90,90,,,,
CHARLESTON,"Thomas C. Cario Middle, 3500 Thomas Cario Boulevard, Mt. Pleasant, SC, 29466",THOMAS C. CARIO MIDDLE,http://cario.ccsdschools.com/,1001103,MIDD,A,92.3,,,92.3,,
CHARLESTON,"West Ashley High, 4060 West Wildcat Boulevard, Charleston, SC, 29414",WEST ASHLEY HIGH,http://westashleyhigh.ccsdschools.com/,1001104,HIGH,D,62.2,,,,,62.2
CHARLESTON,"St. Andrews Middle, 721 Wappoo Road, Charleston, SC, 29407",ST ANDREWS MIDDLE,http://standrewsms.ccsdschools.com/,1001105,MIDD,C,71.9,,,71.9,,
CHARLESTON,"West Ashley Middle, 1776 Kennerty Drive, Charleston, SC, 29407",WEST ASHLEY MIDDLE,http://westashleymiddle.ccsdschools.com/,1001106,MIDD,F,43.9,,,43.9,,
CHARLESTON,"James Island Elementary, 1872 Grimball Road, Charleston, SC, 29412",JAMES ISLAND ELEMENTARY,http://jies.ccsdschools.com/,1001107,ELEM,B,83.4,83.4,,,,
CHARLESTON,"Drayton Hall Elementary, 3138 Ashley River Road, Charleston, SC, 29414",DRAYTON HALL ELEMENTARY,http://draytonhall.ccsdschools.com/,1001109,ELEM,A,99.3,99.3,,,,
CHARLESTON,"Jerry Zucker Middle School of Science, 6401 Dorchester Road, North Charleston, SC, 29418",JERRY ZUCKER MIDDLE SCHOOL OF SC,http://zucker.ccsdschools.com/,1001111,MIDD,F,59.6,,,59.6,,
CHARLESTON,"Pinehurst Elementary, 7753 Northside Drive, North Charleston, SC, 29420",PINEHURST ELEMENTARY,http://pinehurst.ccsdschools.com/,1001112,ELEM,F,54.9,54.9,,,,
CHARLESTON,"Charleston Development Academy, 233 Line Street, Charleston, SC, 29403",CHARLESTON DEVELOPMENTAL ACADEMY,http://developmentacademy.ccsdschools.com/,1001612,COMBO,A,95.2,98.7,,91.7,,
CHARLESTON,"East Cooper Montessori Charter, 250 Ponsbury Road, Mt. Pleasant, SC, 29464",EAST COOPER MONTESSORI CHARTER,http://eastcooper.ccsdschools.com/,1001614,COMBO,A,98.5,97.5,,100,,
CHARLESTON,"Gregg Mathis Charter High (Youthbuild), 2872 Azalea Drive, Charleston, SC, 29405",GREG MATHIS CHARTER,http://www.ccsdschools.com/Schools/K12/greg_mathis_hs.php,1001615,HIGH,*,,,,,,
CHARLESTON,"James Island Charter High, 1000 Fort Johnson Road, Charleston, SC, 29412",JAMES ISLAND CHARTER HIGH,http://jichs.ccsdschools.com/,1001616,HIGH,B,89.6,,,,,89.6
CHARLESTON,"Orange Grove Elementary Charter, 1225 Orange Branch Road, Charleston, SC, 29407",ORANGE GROVE CHARTER,http://teacherweb.com/SC/OrangeGroveElementaryCharterSchool/Homepage/sdhp1.aspx,1001618,ELEM,A,98.3,98.3,,,,
CHARLESTON,"Charleston Charter School for Math and Science, 1002 King Street, Charleston, SC, 29403",CHARLESTON CHARTER SCHOOL FOR MA,http://charlestonmathscience.org/,1001620,COMBO,A,98.5,,,99.1,,96
CHARLESTON,"Apple Charter School, 1101 Camp Road, Charleston, SC, 29412",APPLE CHARTER SCHOOL,http://theapplecharter.ccsdschools.com/,1001627,COMBO,F,47.2,68.3,,30.5,,
CHARLESTON,"Pattison's Academy for Comprehensive Education, 2014 Bees Ferry Road, Charleston, SC, 29414",PATTISONS ACADEMY FOR COMPREHEN,http://www.pacelearning.org/,1001628,COMBO,*,,,,,,
CHEROKEE,"Blacksburg High, 201 W. Ramseur Street, Blacksburg, SC, 29702",BLACKSBURG HIGH,http://www.cherokee1.k12.sc.us/bhs/,1101001,HIGH,A,95.2,,,,,95.2
CHEROKEE,"John E. Ewing Middle, 171 East Junior High Road, Gaffney, SC, 29340",JOHN E EWING MIDDLE,http://www.cherokee1.k12.sc.us/ewing/,1101002,MIDD,C,76.4,,,76.4,,
CHEROKEE,"Gaffney High, 149 Twin Lakes Road, Gaffney, SC, 29341",GAFFNEY HIGH,http://www.cherokee1.k12.sc.us/ghs/,1101003,HIGH,D,65.9,,,,,65.9
CHEROKEE,"Granard Middle, 815 West Rutledge Avenue, Gaffney, SC, 29341",GRANARD MIDDLE,http://www.cherokee1.k12.sc.us/grms/,1101004,MIDD,B,86.1,,,86.1,,
CHEROKEE,"Alma Elementary, 213 Alma Street, Gaffney, SC, 29340",ALMA ELEMENTARY,http://www.cherokee1.k12.sc.us/alma/,1101005,ELEM,D,69.1,69.1,,,,
